,Year,MovieId,Name,tmdb_id,tmdb_title
270,2022,20240,驚聲尖叫,646385,驚聲尖叫
271,2022,19964,迷離夜蘇活,576845,迷離夜蘇活
272,2022,19786,王者理查,614917,王者理查
273,2022,21867,沼澤謀殺案,682507,沼澤謀殺案
274,2022,22530,阿姆斯特丹,664469,阿姆斯特丹
275,2022,19308,月光光新慌慌：萬聖殺,610253,月光光新慌慌：萬聖殺
276,2022,18430,夢想之地,615643,夢想之地
278,2022,22195,拉辛正傳,601635,拉辛正傳
279,2022,19919,大紅狗克里弗,585245,大紅狗克里弗
280,2022,22245,別擔心親愛的,619730,別擔心親愛的
281,2022,20982,記憶殺神,818397,記憶殺神
282,2022,22652,月光光新慌慌：萬聖結,616820,月光光新慌慌：萬聖結
283,2022,19783,史賓賽,716612,史賓賽
285,2022,22924,骨肉的總和,791177,骨肉的總和
286,2022,22115,三千年的渴望,556694,三千年的渴望
287,2022,22476,哥兒們,614939,哥兒們
288,2022,19657,鹿魔,516329,鹿魔
289,2022,19539,最後的決鬥,617653,最後的決鬥
290,2022,22242,看你往哪跑,766475,看你往哪跑
291,2022,20362,西城故事,511809,西城故事
292,2022,21942,獸,760741,獸
293,2022,22328,捍衛戰士,744,捍衛戰士
294,2022,21719,喜悅：達賴喇嘛遇見屠圖主教,836723,喜悅：達賴喇嘛遇見屠圖主教
296,2022,22116,世紀婚魘,830788,世紀婚魘
297,2022,21930,天黑請斃命,520023,天黑請斃命
298,2022,9023,2001太空漫遊,62,2001太空漫遊
299,2022,20394,王牌冤家,38,王牌冤家
300,2022,22397,毛骨悚然：惡魔重生,717728,毛骨悚然：惡魔重生
301,2022,20356,死間行動,661231,死間行動
302,2022,22308,刀鋒劍客,366672,刀鋒劍客
303,2022,9986,鬼店,694,鬼店
304,2022,20770,救命緝約,628900,救命緝約
305,2022,23321,與你共舞,696157,與你共舞
307,2022,23084,她有話要說,837881,她有話要說
308,2022,19659,達賴的一生,9746,達賴的一生
309,2022,22651,天劫高手,842942,天劫高手
310,2022,20659,絕命通話,764835,絕命通話
311,2022,17499,說不出的告別,536396,說不出的告別
