MovieId,Rank,Region,Name,ReleaseDate,Publisher,DayCount,TheaterCount,Amount,AmountRate,Tickets,TicketRate,MarketShare,TotalDayCount,TotalAmount,TotalTickets,FirstWeekAmount,TotalWeekendAmount,Year,Name_search,Name_map,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,title_map
19408,100,斯洛伐克,逃出奧斯威辛,2021-10-01,Beta Cinema GmbH.,28.0,1,15345,0,279,0,1.2462708471742722e-05,70,496318,2471,262615,306528,2022,逃出奧斯威辛,逃出奧斯威辛,False,/wklo05ydCD2ZQ8J9o7qcwrFGsLA.jpg,"[18, 36, 10752]",717694.0,sk,Správa,改編自真實事件。1942年，佛萊迪跟華特兩位年輕斯洛伐克猶太人被抓捕到奧斯威辛集中營，而後在經過縝密規劃跟囚犯們的幫助下，兩年後兩人在飢餓和痛苦的折磨中成功帶著希望和營內的真相逃出，順著山路跨越斯洛伐克邊境遇到救援，並交出了集中營內正進行系統性種族滅絕的真相報告，但於此同時納粹的國際宣傳和外交還持續進行中，他們的危機也接踵而至。,14.816,/6QBNRoCo7c28VSXIyygvv1oXkqc.jpg,2021-03-18,逃出奧斯威辛,False,6.4,71.0,逃出奧斯威辛
22895,101,喬治亞,喬治亞天空下 ,2022-11-18,CERCAMON MFZE ,21.0,10,88852,0,414,0,1.8493051280650503e-05,21,88852,414,68802,38680,2022,喬治亞天空下 ,喬治亞天空下,False,/iVls8472HFJNBLAek0afJmDI1ve.jpg,"[18, 10749, 14]",795815.0,ka,"რას ვხედავთ, როდესაც ცას ვუყურებთ?",在街角的一次偶然相遇，莉莎與吉奧吉撞上彼此，書本掉落，彷彿為一見鍾情敲開序幕。愛情來得突然，他們決定相約再見，卻忘了問上對方的名字。不料這場浪漫邂逅竟被惡魔的邪眼盯上對兩人施下詛咒，讓他們變身成相視不相識的陌生人。生活如常，世足賽即將開打，日日在城市巷弄錯身、在露天咖啡座交會，明明近在咫尺的兩人卻似光年之外。直到一部電影意外的拍攝邀約，將要飾演戀人的他們能打破魔咒而浪漫重逢嗎？,3.91,/sibtb9OLHSTkdVrGl6DuFfMaV8f.jpg,2022-11-18,喬治亞天空下,False,6.8,53.0,喬治亞天空下
20336,102,捷克,慕夏狂潮：從崛起到永恆,2022-01-14,NEW DOCS e.K.,26.0,16,273749,0,1305,0,5.8293313819441806e-05,26,273749,1305,166164,137904,2022,慕夏狂潮：從崛起到永恆,慕夏狂潮：從崛起到永恆,,,,,,,,,,,,,,,
19627,103,捷克,勇鼠闖天堂,2022-02-04,CHARADES,22.0,28,244878,0,1105,0,4.935947262105991e-05,22,244878,1105,205463,156268,2022,勇鼠闖天堂,勇鼠闖天堂,False,/fgCVqNJHv6qJbv9Xh8lUXSuxw09.jpg,"[12, 16, 10751, 14]",588890.0,cs,Myši patří do nebe,我們原本是天敵，直到上了天堂，才知道我們原來都一樣…  老鼠薇琪的父親因曾經勇敢拔下狐狸的毛，而備受老鼠們尊敬。薇琪為了證明自己夠勇敢，於是也嘗試跑去拔狐狸的毛，沒想到意外讓兩個天生的宿敵-老鼠薇琪和狐狸白肚肚，發生了不幸的事故，他們在動物天堂相遇，竟為了完成這趟旅程而暫時摒棄了生前的天性，更意外成為了最好的朋友。他們一起經歷了許多意想不到的冒險，究竟他們只能在天堂時作為彼此暫時的朋友？還是能憑著友誼的力量，他們可以克服既有的天性，與對方繼續當朋友呢？,8.044,/ufN8g3A4wxom45RTDJXcxUE2P7s.jpg,2021-10-01,勇鼠闖天堂,False,7.2,30.0,勇鼠闖天堂
21740,104,捷克,浪浪回家路,2022-07-22,S-MEDIA.TV s.r.o.,28.0,9,94855,0,440,0,1.9654450636440143e-05,28,94855,440,67840,62408,2022,浪浪回家路,浪浪回家路,False,/2lEgBqV7QpPFflB5GQfMozELa57.jpg,"[10751, 12, 18]",725133.0,cs,"Gump – pes, který naučil lidi žít",這是一個關於流浪狗「阿甘」的故事，牠踏上一段充滿挑戰與險阻的旅程。這個故事關乎狗狗的忠心，牠會毫不猶豫地為了心愛的主人犧牲生命；以及狗狗的愛與希望。這部電影獻給全天下的「阿甘」們，願牠們此生都能找到最好的人類朋友。,1.59,/xZ8iRJwIAXFYIv7WBBKnQ6s33h4.jpg,2021-07-22,浪浪回家路,False,6.2,8.0,浪浪回家路
21626,105,馬來西亞,野蠻人入侵,2022-07-15,Good Move Media,14.0,16,67853,0,328,0,1.4651499565346292e-05,14,67853,328,53353,36693,2022,野蠻人入侵,野蠻人入侵,False,/kmBHBY3D3e7WVs6RiVnWGX7WhIt.jpg,"[18, 28]",796151.0,zh,野蛮人入侵,息影10年的失婚女星，獲邀復出主演動作巨片，她學成武術後赫然發現男主角竟是她的前夫，在決定罷演前，兒子突遭綁架，逼她以剛學成的武術全力還擊……。,1.788,/7mdVawSIcmrmLNsNBMa12SsC38z.jpg,2024-06-01,野蠻人入侵,False,6.125,8.0,野蠻人入侵
18629,106,秘魯,亞馬遜守護者：安珀傳奇(英語版),2022-01-13,CINEMA MANAGEMENT GROUP LLC,2.0,2,37300,0,165,0,7.370418988665054e-06,2,37300,165,37300,14300,2022,亞馬遜守護者：安珀傳奇,亞馬遜守護者：安珀傳奇,False,/v4NDRjYO3HYj8nt321BEZB65tWl.jpg,"[12, 16, 10751, 14]",588921.0,en,AINBO: Spirit of the Amazon,安珀誕生於亞馬遜叢林深處，她與家人在這座美麗的叢林中過著簡單又溫馨的生活。某天，安柏發現自己原本寧靜和諧的家園正在受到外來的威脅，她決定挺身而出，誓言守護這座宛如世外桃源的土地，並在可愛又幽默的犰狳狄羅以及強壯又勇敢的馬來貘瓦咖的陪同下，他們踏上了拯救家園的冒險旅程！,19.917,/mUPiUviDoXO4r02QzHCh7CvZFo4.jpg,2021-02-09,亞馬遜守護者：安珀傳奇,False,7.0,438.0,亞馬遜守護者：安珀傳奇
21223,107,烏克蘭,格列佛遊記：重返小人國,2022-08-26,All Rights Entertainment.Ltd,36.0,39,549075,0,2378,0,0.000106223371848,36,549075,2378,398928,397217,2022,格列佛遊記：重返小人國,格列佛遊記：重返小人國,False,/gBzyD14X6jzHmX7FLroOCFfj9GM.jpg,"[16, 12, 14]",763539.0,en,Gulliver Returns,知名的世界旅行者和冒險家格列佛，某天受邀返回利利普國，在那裡，他被稱為英雄，因為曾打敗過先前無人能敵、鄰國的布列夫斯古國。當他到達後，他只看到憤怒、恐慌和絕望的人群，因為利利普國王讓他的人民相信傳說中的英勇巨人格列佛即將回歸。然後在發現格列佛只是一介平凡「小」人之後，讓整個城鎮已經準備好建造大型設施來迎接一名巨人的小人國國民大失所望，氣憤的國王甚至下令處決格列佛！？,7.613,/qgtZbMO1rekoRFM38ZFgZxsf1DY.jpg,2021-08-19,格列佛遊記：重返小人國,False,6.158,120.0,格列佛遊記：重返小人國
22198,108,烏克蘭,沒有煙硝的日子,2022-12-29,ARTHOOD ENTERTAINMENT GmbH.,3.0,14,51530,0,220,0,9.827225318220071e-06,32,51530,220,100133,113020,2022,沒有煙硝的日子,沒有煙硝的日子,False,/sXafgXIwHVbtUplBPcUYQvmbkM6.jpg,"[18, 10752]",913760.0,uk,Клондайк,2014年頓巴斯戰爭爆發，位於烏俄邊界、烏東的頓涅茨克（Donetsk）首當其衝。居民伊爾卡的客廳被親俄勢力炸出大窟窿，懷有身孕的她不願撤離，堅持整修快崩塌的房子。然而丈夫托里克暗自盤算帶她投奔俄羅斯，伊爾卡親烏的弟弟也想帶她撤離邊界。直到有天，一架波音客機墜毀在他們家門前。,4.728,/5HSnrPBH0T6JCksr7Vc9PN75pT4.jpg,2022-05-05,沒有煙硝的日子,False,6.7,40.0,沒有煙硝的日子
20265,109,泰國,2gether電影版：只因我們天生一對,2021-12-24,GMM TV COMPANY LIMITED,53.0,26,1057813,0,4245,0,0.000189620779435,63,3320735,12805,2041602,1942605,2022,2gether電影版：只因我們天生一對,2GETHER電影版：只因我們天生一對,False,/y2XkiVv21eIpRbYE5ML2yUt4mg5.jpg,"[10402, 10749, 18]",810406.0,th,เพราะเราคู่กัน THE MOVIE,超人氣BL神劇《只因我們天生一對》電影版。大學新鮮人泰對於校園戀情有著美好的幻想，卻遭到健瘋狂的追求。為了擺脫纏人的健，他拜託校草薩拉華假扮自己的男友，想不到兩人竟弄假成真。,11.11,/e6jWVQOEB1Ej69cznO4FaeSUaii.jpg,2021-04-22,2gether電影版：只因我們天生一對,False,7.4,28.0,2GETHER電影版：只因我們天生一對
21115,110,泰國,猛鬼大學：第2學期,2022-05-13,Sahamongkolfilm International Co. Ltd.,38.0,57,1770800,0,7532,0,0.000336448459531,38,1770800,7532,1180873,1193096,2022,猛鬼大學：第2學期,猛鬼大學：第2學期,False,/8wyZTUGJCkTUDw6vVqCPJyXVnmn.jpg,"[27, 53, 35]",939879.0,th,เทอมสอง สยองขวัญ,集結泰國最恐怖校園傳說，在歷屆學生間不斷流傳，傳遍所有班級系所，在咒靈聚集的校園裡，最令人毛骨悚然的故事即將襲來。代代相傳學校裡關於鬼魂、附身及復仇的故事，有徹底失控的恐怖「迎新之夜」、醫學院宿舍的「C 號床」傳說，還有「舊科學大樓」那令人毛骨悚然的謠言......,5.59,/aBJTwycDBxLeDhjN77tjg6dNAos.jpg,2022-03-24,猛鬼大學：第2學期,False,4.333,6.0,猛鬼大學：第2學期
21436,111,泰國,鬼單眼,2022-07-22,RELAY MOTION KFT.,35.0,29,1525453,0,6292,0,0.000281058644101,36,1525453,6292,1120274,942800,2022,鬼單眼,鬼單眼,False,/rUBScppfTCURtGKKxZLviqnJfJ5.jpg,"[27, 53, 18]",947514.0,th,กล้อง ติด ตาย,"★2022 富川國際奇幻影展 正式入選 ★話題泰劇《特長生》男主角格拉帕格潘挑大樑主演 ★泰國女子團體BNK48總隊長丘普朗阿瑞昆首度演出恐怖片 ★《拳霸2》《致命火鳳凰》王牌製片打造話題恐怖懼作 ★繼《鬼影》後又一攝影題材正宗泰國恐怖片  丹（格拉帕格潘 飾）是一名攝影系的學生，他的教授艾姆給了他一台單眼相機，讓他拍攝畢業作品。然而，丹很快地發現這其實是魔鬼給他的考驗，他無法逃脫，只能選擇臣服或者反擊……",4.419,/l9881SapKr1lrXWDmq63SKY38G5.jpg,2022-04-21,鬼單眼,False,6.4,13.0,鬼單眼
20654,112,泰國,凝弒,2022-03-11,CJ ENM CO. Ltd,20.0,52,1320373,0,5653,0,0.000252515021472,20,1320373,5653,1193615,868386,2022,凝弒,凝弒,,,,,,,,,,,,,,,
23289,113,泰國,魔蟲禁區,2022-12-16,RELAY MOTION KFT.,14.0,50,556482,0,2321,0,0.000103677227107,14,556482,2321,506234,360200,2022,魔蟲禁區,魔蟲禁區,False,/oijKQd7jcaAwq3aLoUiGo1abeV3.jpg,"[53, 27, 878]",949697.0,th,๑๐๐ ขา,一名年輕女子自海外回國，因為疫情必須先在飯店進行隔離，這時飯店內卻陸續有人離奇死亡。面對四處蔓延的大批怪蟲，以及試圖掩蓋真相的飯店高層，房客們逐漸意識到，他們面對的是超乎想像的怪物……。,13.452,/9eAUiwkTYcE5aqarFerD29b8V7i.jpg,2022-12-16,魔蟲禁區,False,6.2,23.0,魔蟲禁區
21210,114,泰國,淒厲人僧：卡到陰,2022-05-20,Five Star Production Company Limited,39.0,40,529394,0,2314,0,0.000103364542665,39,529394,2314,364346,356139,2022,淒厲人僧：卡到陰,淒厲人僧：卡到陰,False,/npfy6oclxw7YMt4lTVk8SPSVaAU.jpg,"[35, 27]",937743.0,th,พี่นาค 3,泰國郊外的古廟有個可怕的詛咒。年輕盜墓者歐弟，在古廟挖出一條二戰時期的黃金腳鍊，佔為己有的他因此觸犯詛咒，身體肌膚變成蛇鱗，強大的詛咒讓他十分痛苦，也再次召喚出古墓厲鬼。在與尋求復仇的惡鬼時間賽跑中，因詛咒纏身快死的阿弟，與狐群狗黨噗嚨共好友們，布倫、阿一、都敏俊，以及潘潘，將遠赴泰國東北湄公河一座傳說中的雨林古寺，尋找破解詛咒的秘密。,2.71,/upvzNHUJJFBTpMVtqgiIMuql5qH.jpg,2022-03-17,淒厲人僧：卡到陰,False,4.5,4.0,淒厲人僧：卡到陰
23085,115,泰國,愛情需要編劇,2022-11-18,M PICTURES COMPANY LIMITED,23.0,36,495989,0,2203,0,9.840626080017646e-05,23,495989,2203,421564,364548,2022,愛情需要編劇,愛情需要編劇,False,/pS69DOI4jQUW0xySpe35cGdN8DQ.jpg,"[10749, 35]",922378.0,th,ใจฟูสตอรี่,"這一次，不再錯過你！ 不信愛情的編劇家阿刁（帕查拉奇拉錫瓦特飾演），不得不在他母親於醫院接受治療期間，迅速完成五段愛情故事。他在加護病房外面邂逅了小蓮（潘荻拉皮皮緹亞功飾演），小蓮對他要寫的愛情故事產生好奇，就在你來我往的愛情激辯當中，阿刁的靈感油然而生，讓他重新體會到被愛的感覺。文思泉湧的他，在跟小蓮充滿曖昧的互動下，成就出五段風格迥異、讓人心跳加速的愛情故事…。",5.548,/rlGTgaScV2HWn9pVEAwEbIkzHXn.jpg,2022-11-18,愛情需要編劇,False,5.8,8.0,愛情需要編劇
21066,116,泰國,愛在暹邏：數位經典版,2022-05-18,Sahamongkolfilm International Co. Ltd.,36.0,16,410490,0,1600,0,7.14707295870551e-05,36,410490,1600,246652,278466,2022,愛在暹邏：數位經典版,愛在暹邏：數位經典版,,,,,,,,,,,,,,,
20314,117,泰國,記憶,2021-12-25,Kick The Machine Films,36.0,11,308866,0,1332,0,5.949938238122335e-05,43,390591,1705,210520,223171,2022,記憶,記憶,False,/nvTD2DO96mEwOga34lQZgBKpdEQ.jpg,"[18, 878, 9648]",511819.0,es,Memoria,自從她被巨大的「碰」聲響嚇醒之後，潔西卡就此無法入眠。她來到波哥大探訪生病的姊姊時，結識了當地一個考古學家艾格妮絲，而她正在研究一個地底隧道挖掘出來的人類遺跡。 當潔西卡去遺跡地點與艾格妮絲會面時，巧遇小城附近的漁夫赫曼，他們在河邊分享了彼此的記憶，當天色暗去時潔西卡恍如從夢中看到了真相。,11.897,/9xYscMMd7glwtVJszPqfxvM9d7i.jpg,2021-09-30,記憶,False,6.0,229.0,記憶
20413,118,泰國,波米叔叔的前世今生,2010-11-26,THE MATCH FACTORY,23.0,10,126806,0,563,0,2.5148762973445003e-05,23,126806,563,89465,66886,2022,波米叔叔的前世今生,波米叔叔的前世今生,False,/6KvTXWweemPG4wK3XCFsCPxKZp1.jpg,"[18, 14]",38368.0,th,ลุงบุญมีระลึกชาติ,本片獲得2010坎城最佳影片金棕櫚獎，堪稱泰國影史重要里程碑。導演阿比查邦韋拉斯塔古以詩意的美學，一層層深刻辯證生死的奧秘。  故事開始於發現自己罹患急性腎功能不全的波米叔叔，以輕鬆的心態面臨死亡的他，決定返回故鄉...。  然而，怪異的事發生了，就在某個夜晚，他清楚看見亡妻與失蹤兒子的鬼魂。因為是自己家人，他也就平心靜氣地與妻子鬼魂一同用晚餐。而失蹤的兒子，則化為紅眼猩猩精靈的外貌，前來探望。整個屋子的時間，在一片和平中慢慢流逝，彷彿前往極樂世界的澹定之路，別無他求…。  但是，波米叔叔仍希望找到罹病的原因，故偕同家人深入森林，探勘那股靈界的神秘領域…。一種莫名力量來到他們身邊，並牽引其前至山丘頂端一個洞窟。  透過種種線索和直覺，波米確信這裡是他第一世的出生地。就在幾千年前，有著一個因半面殘缺而終日感傷的可憐公主，在這裡獻身給湖中一尾魚。波米叔叔認為這個悲傷公主，亦是他的某一世…。  《波米叔叔的前世今生》以美不勝收的電影鏡頭，詮釋靈異與死亡議題，更透露出對病痛、人道、乃至大自然的關懷。導演發跡以來，每部電影均於國際影展獲得不小注目，來日成就備受關注。,9.958,/iZinYNVaBLg3pj4e8IXwvfXAtrI.jpg,2010-06-25,波米叔叔的前世今生,False,6.7,369.0,波米叔叔的前世今生
22110,119,泰國,超級蜥蜴王,2022-09-02,Neramitnung Film Co.  Ltd.,14.0,20,107917,0,463,0,2.068184237425406e-05,14,107917,463,98402,71472,2022,超級蜥蜴王,超級蜥蜴王,False,/tdTqA2vc4E0V8LHw5oWB7EVZ3Sc.jpg,"[12, 35, 28, 27]",947049.0,th,ไลโอ โคตรแย้ยักษ์,史上最大巨蜥撕裂地表！ 一個過氣歌手回到他的家鄉參加一場鑽井大賽，企圖贏得百萬現金大獎。但參賽者們有所不知的是，這片乾涸的土地下，竟潛藏著兇猛無比的致命巨獸，準備將他們一個個生吞活剝！,2.538,/w27CbY3e9kXqKc2ttZedveTrOCp.jpg,2022-07-28,超級蜥蜴王,False,5.5,31.0,超級蜥蜴王
20365,120,挪威,世界上最爛的人,2022-01-01,MK2,130.0,24,6199335,0,25791,0,0.001152063491737,134,6231285,25939,810694,3367623,2022,世界上最爛的人,世界上最爛的人,,,,,,,,,,,,,,,
21974,121,挪威,愛重奏,2022-09-02,TRUSTNORDISK APS,27.0,8,378998,0,1645,0,7.348084385669102e-05,29,378998,1645,225050,200588,2022,愛重奏,愛重奏,,,,,,,,,,,,,,,
22265,122,挪威,詭孩,2022-10-28,Atrium Productions KFT.,18.0,20,246306,0,1031,0,4.605395137765861e-05,18,246306,1031,182300,133726,2022,詭孩,詭孩,False,/4hAhZ66n5iasGtSYHTFg6oGdJk0.jpg,"[27, 18, 14]",660942.0,no,De uskyldige,由於姊姊罹患無法與人溝通的奇症，伊達自幼即欠缺玩伴，生活中唯一的樂趣便是趁父母不注意，偷偷欺負對一切逆來順受的姊姊。某天，伊達在鄰近的森林遊玩時，認識了與他同樣孤獨的單親男孩班，兩人一拍即合，開始每天見面玩耍。隨著兩人間破壞「遊戲」的升級，班與生俱來的神奇超能力漸漸強大，原本覺得好玩的依達，卻慢慢發現事態不太對勁⋯⋯,16.402,/dBlnVc0llGe1McMg2WUFJHH2H0s.jpg,2022-10-14,詭孩,False,6.9,614.0,詭孩
19764,123,挪威,忍者寶寶,2022-01-14,Trustnordisk APS,14.0,10,71180,0,337,0,1.5053522419273471e-05,14,71180,337,57760,37930,2022,忍者寶寶,忍者寶寶,False,/rgZ6O677CUSzTv2QIEuxaxIY3Bv.jpg,"[18, 35]",654074.0,no,Ninjababy,23歲的雷克爾 (克莉絲汀庫亞斯托普 飾)在一夜情後發現自己懷孕了，爸爸還不是自己的男友，正當苦惱是否要將小孩拿掉或生下來送養時，雷克爾筆下的忍者寶寶突然從書裡跳出來了！這個動畫角色不僅將她的生活搞得一團糟，更迫使雷克爾正視自己身為母親的責任•••,5.623,/mVaounzCPatPBno7eYOd3YFv5Rz.jpg,2021-02-21,忍者寶寶,False,7.069,101.0,忍者寶寶
20672,124,香港/日本,秋月,2022-03-06,LUNAR FILMS PTY LIMITED,3.0,1,43830,0,220,0,9.827225318220071e-06,3,43830,220,43830,30600,2022,秋月,秋月,False,/vTIXWUTv3MDzdaXQPB8thduPYCa.jpg,[18],831031.0,zh,秋月,A woman tries to create a comfortable life for herself and for her village after her husband leaves to find employment in the city.,0.072,/iWSMz0QQQSxM8YLHuc6sqzOb7zL.jpg,1998-01-01,秋月,False,0.0,0.0,秋月
19859,125,香港,梅艷芳,2021-11-12,安樂影片有限公司##萬誘引力乙有限公司##天下一電影製作有限公司##華夏電影發行有限責任公司##電訊盈科媒體有限公司 ,47.0,6,75810,0,918,0,4.1006331100572856e-05,102,10102574,42851,1807616,6226489,2022,梅艷芳,梅艷芳,False,/e54WNY28sdscjLShpRQIV3vFmzT.jpg,"[18, 10402, 36]",848788.0,cn,梅艷芳,"留下只有思念，一串串永遠纏。 2003年，梅艷芳離開了我們。一代巨星殞落，標誌著香港一個光輝時代的終結。四歲在荔園登台的小歌手，唱到成為風靡亞洲的舞台女王，梅姐短短40載人生，當中經歷幾多艱辛，付出多少犧牲? 星光背後，她的感情生活，她對工作的熱愛，對朋友以至對香港的情義，也成就了她那「香港的女兒」無可替代的地位。為實現梅姐留下一部傳世電影的遺願，安樂影片聯同金像團隊籌備7年製作出《梅艷芳》，將會把她的傳奇一生，重現歌影迷眼前！",8.636,/oVyq8Y0XIVDRxgYJ3prd7LrXWdT.jpg,2021-11-12,梅艷芳,False,7.9,20.0,梅艷芳
19159,126,香港,怒火,2021-10-22,英皇影業有限公司##騰訊影業文化傳播有限公司##銀都機構有限公司##香港騰訊影業有限公司##天津貓眼微影文化傳媒有限公司##超級子彈影業有限公司##天下一電影製作有限公司##華文映像(北京)影業有限公司,26.0,7,92025,0,886,0,3.957691650883176e-05,77,4960649,22136,3355088,3195561,2022,怒火,怒火,False,/LneY7WbNwbIg0PEeKXqe6xcUwR.jpg,"[28, 80, 53, 12, 9648]",513692.0,cn,怒火,重案組警察張崇邦（甄子丹飾）在圍剿國際毒梟時，遇上了一幫「黑吃黑」的蒙面悍匪，冷血屠殺警察。面對員警慘死，張崇邦努力追查悍匪行蹤，驚訝發現首領竟是昔日戰友邱剛敖（謝霆鋒飾）。原來邱剛敖曾是警隊的明日之星，他與張崇邦更是亦師亦友的警隊夥伴，而宿命讓二人再次面對往日的恩怨情仇，他們將如何作出了斷……,23.76,/oRe2vGWYh1p8NuG9SwFkVW4Iec5.jpg,2021-10-22,怒火,False,6.915,230.0,怒火
20822,127,香港,神探大戰,2022-08-19,英皇影業有限公司## 英皇(北京)影視文化傳媒有限公司##北京上獅文化傳播有限公司##上海淘票票影視文化有限公司##華文映像(北京)影業有限公司,87.0,75,4410999,0,19846,0,0.000886505062115,87,4410999,19846,1822814,2603564,2022,神探大戰,神探大戰,False,/wcR9krcWcpAusD761uOQzKEBl3M.jpg,"[28, 80, 9648, 53]",543504.0,cn,神探大戰,香港接連出現多宗殘忍至極的兇殺案，死者全是逍遙法外的嫌疑犯，兇手自稱「神探」，私刑執法，挑戰警察。 警方立即傾盡隊中的「神探」，成立專案組迎戰。 精神病患者李俊(劉青雲 飾)，發病前是警隊的皇牌，當年外號就是「神探」；如今活成廢柴，淪落街頭。 為了證明自己不是瘋子，是「神探」，加入戰團，跳進狂徒的佈局，必須跟時間競賽，破盡舊案新案，才能將殺人「神探」緝拿歸案。 三方「神探」都為了自己的正義，展開大戰…,12.179,/sNAeYA5EZ7ouoHnVxQ0vMbfgiEi.jpg,2022-08-19,神探大戰,False,6.7,82.0,神探大戰
16476,128,香港,麥路人,2020-09-17,寰亞電影製作有限公司##無限動力實業有限公司##北京拉近影業有限公司##寰亞電影發行(北京）有限公司##中影寰亞音像製品有限公司##墨客行影業（北京）有限公司##雅美星有限公司##霍爾果斯泰洋川禾文化傳媒有限公司##百代環球(北京)國際資產管理有限公司##北京林夕影業有限公司##北京大美寰宇影業有限公司##星光聯盟影業無錫有限公司,1.0,1,22000,0,100,0,4.466920599190943e-06,95,3945026,18559,1975810,2258172,2022,麥路人,麥路人,False,/jpocZP9vhmInZqzv2oEh9P99XcO.jpg,[18],640092.0,cn,麥路人,阿博（郭富城 飾）曾是一位金融才俊，但一場股災挪用公款，淪為階下囚……  出獄後的阿博無法面對自我，更無法面對他期待極高的年老母親（鮑起靜 飾），也對為他肩負巨大債務的妹妹感到十分愧疚，因此不想回家，從此成了無家者，活在眾多比他更沒有明天的人當中，似乎讓他找回了一些安全感。十年前，在他意氣風發之時，曾與阿珍（楊千嬅 飾）有過一面之緣，但她卻與落迫時的阿博漸漸走近，希望他重新能振作……  阿博在快餐店內遇到不少同路人，相互改寫了各自的人生：帶著稚女的苦命媽媽，一直瘋狂打工為欠賭帳的奶奶還債，不敢回家的等伯（萬梓良 飾）、靠街頭賣畫維生的口水祥（張達明 飾）、剛離家出走的孤僻少年深仔等。眾人都以阿博為首，互相扶持，希望能盡力幫助彼此走過人生低谷。,1.315,/c9uAvMinfY5qrih7cYnOugBBusT.jpg,2020-09-17,麥路人,False,6.7,12.0,麥路人
21732,129,香港,花樣年華 4K數位修復版,2022-09-16,Jet Tone Films Limited##春光映畫##PARADIS FILMS,65.0,23,3636734,0,14494,0,0.000647435471646,95,3636734,14494,1311876,2256057,2022,花樣年華,花樣年華,,,,,,,,,,,,,,,
7331,130,香港,春光乍洩,1997-06-07,春光電影發行有限公司,65.0,20,3162382,0,12554,0,0.000560777212022,69,3162382,12554,1575126,1607500,2022,春光乍洩,春光乍洩,False,/2Xkd3WeAx11cHxb4Lr3wnSNDWcd.jpg,"[18, 10749]",18329.0,cn,春光乍洩,黎耀輝(梁朝偉)與何寶榮(張國榮)是一對同性戀人，兩人同往阿根廷遊玩。他們從地攤上買回一盞舊檯燈，燈罩上的那條瀑布令兩人心馳神往，於是相約一起去尋找。好景不長，兩人發生爭執進而分手，榮丟下一句「讓我們從頭開始」，消失在茫茫人海之中。輝在小酒館做侍者，而榮則夤夜不歸勾搭洋人同志。其實兩人的心中仍舊彼此牽掛。某夜，渾身是傷的榮找到輝的住處，他為了偷手錶送給輝而被暴打。雙手受傷的榮無法自理，只得留在輝的住所。於是輝每日為榮做飯、療傷，悉心照料之下，兩人得以重修舊好。傷癒後的榮又經常夜出，輝懷疑他另有新歡。爭吵之後，榮離家而去，從此再也沒有與輝見面。輝去一家餐館當廚師，結識了周遊世界的張宛(張震)。輝對宛漸生情意，孰料宛卻突然要去美洲的最南端雲遊，分手之時，兩人緊緊擁抱。輝的生活失去了方向，迷茫之下他又想起那句話：「讓我們從頭開始」。輝於是買車去尋找那條本應是榮與他共游的瀑布。大瀑布下，輝倍感孤單，決定返回香港。途中他繞道去了台北張宛的家，在那裡他有所領悟，要開開心心地在外流浪，就要有一個地方可以回去……,19.581,/dAyUTgO1BGuEZhF3f2G8V9d8sXM.jpg,1997-06-07,春光乍洩,False,7.6,698.0,春光乍洩
20716,131,香港,重慶森林 4K數位修復版,2022-04-22,Jet Tone Films Limited,70.0,21,3036557,0,11386,0,0.000508603579423,75,3036557,11386,1315488,1842778,2022,重慶森林,重慶森林,False,/vuglA60RqvpHK9rIcG8sXaiWw1L.jpg,"[18, 35, 10749]",11104.0,cn,重慶森林,兩個發生於香港的故事——一位警察在失戀後愛上一位女性通緝犯，而另一位小吃店女店員愛上一位警察。兩段有關貪新忘舊的故事。  故事當中失戀的警察223何志武（金城武），喜歡以跑步代替流淚。當5月1日生日那一天，他以自己的生日作出期限，為期一個月時間，如果他在女朋友還是沒有回來，他這段戀愛便會自動失效過期。快將過期的那一天，他在酒吧中遇上了一名女性通緝犯（林青霞）──最後，在他生日那一天，有一名身份不詳的女子祝賀他生日快樂。  而另一段故事則以等待空姐女朋友（周嘉玲）回家的警察663（梁朝偉）。當家中只餘下他一人的時候，他會與家中的家具分享煩惱及心事，幻想著自己的女朋友終有一天會回來。而他並未發現家中逐漸地改變，同時阿菲（王菲）和他都走進了一個不同的夢當中......,40.13,/ejkczWHjQoNAPUmTU26tU3aRkr8.jpg,1994-07-14,重慶森林,False,8.0,1859.0,重慶森林
18149,132,香港,墮落天使  4K數位修復版,2021-02-19,Jet Tone Productions Ltd.,23.0,1,125985,0,555,0,2.4791409325509733e-05,69,2689538,11041,1209879,1495684,2022,墮落天使,墮落天使,False,/tandpO5Z5r0Y1yyp7wuA5EvXKLj.jpg,"[28, 10749, 80]",11220.0,cn,墮落天使,天使1號（黎明）很懶惰，所以選擇做了時間、地點、誰該死都不用操心的殺手。天使2號（李嘉欣）很冷艷，是1號的上線，喜歡華服夜出為1號清理房間。天使3號（金城武）很怪異，從不講話的他愛做的事是半夜撬開別人的店面做生意和拿著攝像機將老爸拍個遍。天使4號很“現實”，雖無法忘記舊男友，卻也能轉身用另外的方式將自己安慰。天使5號（莫文蔚）很神經，喜歡在大雨夜冒出。  五位天使在自己的生活軌道上固執寂寞地前行著，為了避免換回更多傷心，他們在軌跡交叉時會提醒自己“忘記他是他”，可是，他們的真情還是會不由自主地流露出來。,27.864,/yyM9BPdwttK5LKZSLvHae7QPKo1.jpg,1995-09-06,墮落天使,False,7.7,1075.0,墮落天使
