tmdb_id,country,certification,descriptors,iso_639_1,note,release_date,type
907,FI,K-16,[],,Re-release,1977-12-30 00:00:00+00:00,3
5879,US,,[],,,1977-04-01 00:00:00+00:00,3
3427,ES,,[],,,1977-11-26 00:00:00+00:00,6
5781,DK,15,[],,,1977-08-17 00:00:00+00:00,5
5781,ES,,[],,San Sebastian Film Festival,1977-09-21 00:00:00+00:00,1
5781,FI,K-16,[],,,1977-08-17 00:00:00+00:00,3
5781,FR,,[],,,1977-08-17 00:00:00+00:00,3
5781,IT,NR,[],it,,1977-11-25 00:00:00+00:00,3
5781,SE,15,[],,,1977-08-17 00:00:00+00:00,3
5781,US,R,[],,,1977-10-08 00:00:00+00:00,3
