tmdb_id,country,certification,descriptors,iso_639_1,note,release_date,type
104,MX,B,[],,DVD Premiere,2012-09-15 00:00:00+00:00,5
10997,CN,,[],,Blu-ray,2012-02-11 00:00:00+00:00,5
10997,CN,,[],,Blu-ray,2012-02-23 00:00:00+00:00,5
746,FR,,[],,Blu-Ray,2012-10-05 00:00:00+00:00,5
76025,AR,18,[],,,2012-04-26 00:00:00+00:00,3
76025,AU,R 18+,[],,,2012-02-09 00:00:00+00:00,3
76025,BE,,[],,,2012-01-11 00:00:00+00:00,3
76025,BR,16,[],,,2012-03-16 00:00:00+00:00,3
76025,CL,18,[],,,2012-05-03 00:00:00+00:00,3
76025,DE,16,[],,,2012-01-13 00:00:00+00:00,3
76025,DE,16,[],,,2012-02-29 00:00:00+00:00,3
76025,DK,15,[],,,2012-03-08 00:00:00+00:00,3
76025,EE,,[],,,2012-03-09 00:00:00+00:00,3
76025,ES,18,[],,,2012-02-17 00:00:00+00:00,3
76025,FI,K-16,[],,,2012-01-13 00:00:00+00:00,3
76025,FR,12,[],,DVD & Blu-Ray,2012-04-18 00:00:00+00:00,5
76025,GB,18,[],,,2012-01-13 00:00:00+00:00,3
76025,GR,Κ-18,[],,,2012-02-09 00:00:00+00:00,3
76025,HK,III,[],,,2012-04-12 00:00:00+00:00,3
76025,HU,18,[],,,2012-02-23 00:00:00+00:00,3
76025,IE,18,[],,,2012-01-13 00:00:00+00:00,3
76025,IL,,[],,,2012-03-15 00:00:00+00:00,3
76025,IT,VM14,[],,,2012-01-13 00:00:00+00:00,3
76025,JP,R18+,[],,,2012-03-10 00:00:00+00:00,3
76025,MT,,[],,,2012-03-14 00:00:00+00:00,3
76025,MX,D,[],,,2012-03-16 00:00:00+00:00,3
76025,NL,,[],,International Film Festival Rotterdam,2012-01-31 00:00:00+00:00,1
76025,NL,16,[],,,2012-02-09 00:00:00+00:00,3
76025,NL,16,[],,,2012-06-04 00:00:00+00:00,4
76025,NO,15,[],,,2012-01-13 00:00:00+00:00,3
76025,NZ,R18,[],,,2012-02-23 00:00:00+00:00,3
76025,PE,18,[],,,2012-05-10 00:00:00+00:00,3
76025,PL,,[],,,2012-02-24 00:00:00+00:00,3
76025,PT,M/18,[],,,2012-03-01 00:00:00+00:00,3
76025,RU,18+,[],,,2012-02-23 00:00:00+00:00,3
76025,SE,15,[],,,2012-01-06 00:00:00+00:00,3
76025,SI,,[],,,2012-03-08 00:00:00+00:00,3
76025,TH,18,[],,,2012-03-01 00:00:00+00:00,3
76025,TR,18+,[],,,2012-02-03 00:00:00+00:00,3
76025,UA,,[],,,2012-05-10 00:00:00+00:00,3
76025,VE,,[],,,2012-05-18 00:00:00+00:00,3
19995,DE,12,[],,,2012-10-26 00:00:00+00:00,5
19995,NL,12,[],,RTL 4,2012-01-26 00:00:00+00:00,6
19995,SE,11,[],,3D Blu-ray,2012-10-24 00:00:00+00:00,5
38,FR,,[],,VOD,2012-02-12 00:00:00+00:00,4
694,AR,,[],,Mar del Plata Film Festival,2012-11-19 00:00:00+00:00,3
694,DE,,[],,Hamburg Film Festival,2012-10-05 00:00:00+00:00,3
694,FI,K-16,[],,Night Visions Film Festival,2012-11-02 00:00:00+00:00,3
694,GB,15,[],,Re-release,2012-11-02 00:00:00+00:00,3
694,ID,,[],,,2012-12-04 00:00:00+00:00,4
694,IE,,[],,Re-release,2012-11-02 00:00:00+00:00,3
694,TW,,[],,Taipei Golden Horse Film Festival,2012-11-09 00:00:00+00:00,1
694,US,,[],,Moonlit Matines Film Festival,2012-06-14 00:00:00+00:00,3
75233,FR,U,[],,,2012-02-29 00:00:00+00:00,3
75233,FR,,[],,DVD & Blu-Ray,2012-07-03 00:00:00+00:00,5
75233,GR,Κ-18,[],,,2012-03-01 00:00:00+00:00,3
75233,NL,,[],,International Film Festival Rotterdam,2012-01-30 00:00:00+00:00,1
75233,NL,12,[],,,2012-05-17 00:00:00+00:00,3
75233,NL,12,[],,DVD,2012-09-13 00:00:00+00:00,5
75233,PT,M/12,[],,,2012-08-30 00:00:00+00:00,3
75233,RO,,[],,,2012-07-13 00:00:00+00:00,3
75233,US,,[],no,New Directors/New Films,2012-03-28 00:00:00+00:00,1
75233,US,,[],no,Sundance Film Festival,2012-01-20 00:00:00+00:00,1
75233,US,,[],no,RiverRun International Film Festival,2012-04-14 00:00:00+00:00,1
75233,US,,[],no,San Francisco International Film Festival & Wisconsin Film Festival,2012-04-20 00:00:00+00:00,1
75233,US,,[],no,Seattle International Film Festival,2012-05-19 00:00:00+00:00,1
75233,US,NR,[],no,"New York City, New York",2012-05-25 00:00:00+00:00,3
59468,AT,,[],,,2012-07-13 00:00:00+00:00,3
59468,DE,12,[],,,2012-06-21 00:00:00+00:00,3
59468,IT,,[],,,2012-06-29 00:00:00+00:00,3
269,JP,,[],,Kawasaki Shinyuri Film Festival,2012-10-07 00:00:00+00:00,1
1716,FR,U,[],,Blu-Ray,2012-09-12 00:00:00+00:00,5
