,Year,MovieId,Name,tmdb_id,tmdb_tw_name
429,2022,3350,玩命光頭,826218.0,玩命光頭
431,2022,20485,巴黎夢想家,660000.0,巴黎夢想家
433,2022,21046,失速母親,833417.0,失速母親
434,2022,19858,密室譯戰,477018.0,密室譯戰
447,2022,22741,書情話慾,774343.0,書情話慾
448,2022,23265,有你就是家,914203.0,有你就是家
462,2022,23375,美好的早晨,747779.0,美好的早晨
464,2022,22650,真實世界,664506.0,真實世界
466,2022,22740,抓狂養老院,736500.0,抓狂養老院
476,2022,22901,索蘭琪的少女心事,749107.0,索蘭琪的少女心事
496,2022,23122,放牛班足球隊,954748.0,放牛班足球隊
497,2022,23198,湯恩與劍客汪汪隊,768726.0,湯恩與劍客汪汪隊
498,2022,22893,遺屍物,946706.0,遺屍物
506,2022,23188,梵天神器：滅世開端,496331.0,梵天神器：滅世開端
508,2022,20903,天堂電影院,821494.0,天堂電影院
509,2022,20903,天堂電影院,821494.0,天堂電影院
510,2022,23338,鬼搖靈2：陰語陣陣,925786.0,鬼搖靈2：陰語陣陣
511,2022,21307,娜娜：逝水年華,859933.0,娜娜：逝水年華
524,2022,20740,沉默呼聲,888602.0,沉默呼聲
525,2022,20201,麥特與麥斯,519141.0,麥特與麥斯
532,2022,20591,劇場版咒術迴戰0,810693.0,劇場版咒術迴戰0
541,2022,23197,關於我轉生變成史萊姆這檔事劇場版紅蓮之絆篇,876792.0,關於我轉生變成史萊姆這檔事劇場版紅蓮之絆篇
542,2022,21385,餘命10年,876797.0,餘命10年
546,2022,9977,龍貓,8392.0,龍貓
547,2022,23148,通往夏天的隧道，再見的出口,916192.0,通往夏天的隧道，再見的出口
553,2022,20279,在車上,758866.0,在車上
555,2022,22020,電影版搖曳露營△,566466.0,電影版搖曳露營△
561,2022,22380,破案天才伽利略：沉默的遊行,956564.0,破案天才伽利略：沉默的遊行
564,2022,20264,名偵探柯南：大怪獸哥梅拉VS假面超人,925492.0,名偵探柯南：大怪獸哥梅拉VS假面超人
575,2022,23463,灌籃高手THEFIRSTSLAMDUNK,783675.0,灌籃高手THEFIRSTSLAMDUNK
581,2022,20355,讓我聽見愛的歌聲,741335.0,讓我聽見愛的歌聲
583,2022,20186,魔仿犯,808667.0,魔仿犯
584,2022,22512,極速甩尾,983866.0,極速甩尾
590,2022,18774,花束般的戀愛,695932.0,花束般的戀愛
596,2022,20744,急急復雞雞,899743.0,急急復雞雞
597,2022,20684,尋人啟弒,874476.0,尋人啟弒
600,2022,19852,詛咒,21506.0,詛咒
604,2022,22511,信用詐欺師JP：英雄篇,930432.0,信用詐欺師JP：英雄篇
606,2022,20229,電影K-ON！輕音部,120811.0,電影K-ON！輕音部
610,2022,21537,螢火蟲之墓,12477.0,螢火蟲之墓
613,2022,19896,超慄方殺陣,792678.0,超慄方殺陣
626,2022,21929,七五計劃,958487.0,七五計劃
633,2022,22431,春心萌動的老屋緣廊,963131.0,春心萌動的老屋緣廊
637,2022,22228,河畔小日子,749927.0,河畔小日子
638,2022,22228,河畔小日子,749927.0,河畔小日子
639,2022,20918,決戰星期天,863857.0,決戰星期天
640,2022,22474,流浪之月,849786.0,流浪之月
643,2022,20529,垃圾頭,464768.0,垃圾頭
651,2022,23401,邪惡的孩子,958017.0,邪惡的孩子
653,2022,23187,還有愛的日子,927594.0,還有愛的日子
654,2022,23107,性徒,987573.0,性徒
657,2022,23192,線，畫出的我,961266.0,線，畫出的我
670,2022,20865,海岬的迷途之家,760758.0,海岬的迷途之家
675,2022,22532,魚之子,952438.0,魚之子
686,2022,22902,錯位的青春,810674.0,錯位的青春
687,2022,22802,幽靜的山荷葉,859798.0,幽靜的山荷葉
697,2022,20824,臥底型警FINAL,845611.0,臥底型警FINAL
700,2022,22881,通往異世界的便利店,995387.0,通往異世界的便利店
710,2022,23218,愛情在車上,1003706.0,愛情在車上
714,2022,20729,漂浪人生,680813.0,漂浪人生
726,2022,20725,頭七,918035.0,頭七
737,2022,20354,初戀慢半拍,933785.0,初戀慢半拍
743,2022,21119,一家子兒咕咕叫,899460.0,一家子兒咕咕叫
744,2022,19319,青春弒戀,796155.0,青春弒戀
745,2022,19319,青春弒戀,796155.0,青春弒戀
751,2022,19402,鱷魚,860887.0,鱷魚
752,2022,19402,鱷魚,860887.0,鱷魚
757,2022,20531,野夏天,931885.0,野夏天
759,2022,14496,不想一個人,890538.0,不想一個人
762,2022,17799,愛別離苦,946267.0,愛別離苦
763,2022,20643,青春換日線,939287.0,青春換日線
780,2022,21080,教練,960450.0,教練
781,2022,18306,詭祭,660001.0,詭祭
783,2022,19122,影子背後,1003994.0,影子背後
811,2022,20867,幻日手記,900062.0,幻日手記
812,2022,20867,幻日手記,900062.0,幻日手記
838,2022,20319,第一爐香,660002.0,第一爐香
842,2022,22630,野馬分鬃,712164.0,野馬分鬃
845,2022,22926,四海,827689.0,四海
846,2022,20154,郊區的鳥,537867.0,郊區的鳥
848,2022,23190,這個殺手不太冷靜,923192.0,這個殺手不太冷靜
852,2022,6215,少年,882603.0,少年
853,2022,6215,少年,882603.0,少年
854,2023,22707,仇恨謎林,919570.0,仇恨謎林
855,2023,22707,仇恨謎林,919570.0,仇恨謎林
857,2023,24516,犯罪都市3,955555.0,犯罪都市3
858,2023,25092,水泥烏托邦：末日浩劫,729854.0,水泥烏托邦：末日浩劫
862,2023,26037,鬼車站,844386.0,鬼車站
863,2023,24714,貴公子,1057001.0,貴公子
865,2023,25160,逃出寧靜海,753091.0,逃出寧靜海
867,2023,23615,火線交涉,606400.0,火線交涉
868,2023,26405,12.12：首爾之春,919207.0,12.12：首爾之春
869,2023,25311,贖命救援,581395.0,贖命救援
872,2023,25407,千萬別開門,813079.0,千萬別開門
873,2023,23960,靈魂伴侶,617882.0,靈魂伴侶
875,2023,23796,8釐米：詛咒影帶,977155.0,8釐米：詛咒影帶
876,2023,23248,晝盲神探,806128.0,晝盲神探
877,2023,26381,鬼6怨,1168166.0,鬼6怨
880,2023,26026,禍亂：地下秩序,1028684.0,禍亂：地下秩序
881,2023,25638,附身,950253.0,附身
882,2023,23216,整形帝王,717090.0,整形帝王
883,2023,25024,神鬼海底撈,783110.0,神鬼海底撈
884,2023,25803,詐騙女王,941045.0,詐騙女王
885,2023,25588,雉岳山怪談,987540.0,雉岳山怪談
886,2023,25322,保護者,656156.0,保護者
887,2023,23362,共感頻率,962489.0,共感頻率
888,2023,23383,首爾怪談,957154.0,首爾怪談
889,2023,23214,失控正義,882580.0,失控正義
890,2023,26260,全羅道少年殺人事件,714651.0,全羅道少年殺人事件
891,2023,23486,紳探追緝令,848198.0,紳探追緝令
892,2023,25494,鬼夢遊,964592.0,鬼夢遊
893,2023,26353,水鬼,1197426.0,水鬼
896,2023,23587,幻影,715253.0,幻影
898,2023,25710,極惡變身,952476.0,極惡變身
901,2023,23856,闇黑對決,640327.0,闇黑對決
902,2023,25829,誆世巨作：蜘蛛窩新宇宙,901121.0,誆世巨作：蜘蛛窩新宇宙
903,2023,23586,大明星多重宇宙,773910.0,大明星多重宇宙
908,2023,25425,新進社員：電影版,1106528.0,新進社員：電影版
911,2023,25212,絕對味覺情人,978202.0,絕對味覺情人
912,2023,23364,花路阿朱媽,958937.0,花路阿朱媽
914,2023,23199,王者製造,573787.0,王者製造
915,2023,24201,陰影下的她,923344.0,陰影下的她
923,2023,25242,花漾奶奶金難搞,956759.0,花漾奶奶金難搞
925,2023,23366,監弒器,831480.0,監弒器
927,2023,24542,四層公寓,1002470.0,四層公寓
930,2023,25318,正義辯護人,242452.0,正義辯護人
931,2023,23645,當男人戀愛時,797787.0,當男人戀愛時
939,2023,26212,我們從末日開始,973778.0,我們從末日開始
940,2023,26127,餓之必要,938250.0,餓之必要
941,2023,26208,夢想紅舞鞋,1075010.0,夢想紅舞鞋
942,2023,23887,雙手的溫柔,958279.0,雙手的溫柔
945,2023,22172,米婭的精靈王國,955644.0,米婭的精靈王國
946,2023,24552,淨化論,910365.0,淨化論
947,2023,25631,五月的35日,925341.0,五月的35日
949,2023,23511,拼音戀習曲,928709.0,拼音戀習曲
950,2023,23825,蓋世棋蹟,748787.0,蓋世棋蹟
951,2023,25771,我的完美日常,976893.0,我的完美日常
952,2023,25771,我的完美日常,976893.0,我的完美日常
953,2023,25284,飛舞人生,842424.0,飛舞人生
955,2023,23489,沒有你的旅程,586813.0,沒有你的旅程
961,2023,25305,愛在滿格時,1033176.0,愛在滿格時
962,2023,24951,腹荷,1061648.0,腹荷
964,2023,23727,配樂大師顏尼歐,396194.0,配樂大師顏尼歐
965,2023,18356,郵差,11010.0,郵差
966,2023,24638,回不去的那座山,803700.0,回不去的那座山
967,2023,24255,禁忌的畫像：卡拉瓦喬之影,693349.0,禁忌的畫像：卡拉瓦喬之影
969,2023,24883,屍發現場,852758.0,屍發現場
970,2023,23487,若愛重來,743173.0,若愛重來
971,2023,25285,AI時代,1091360.0,AI時代
972,2023,24927,絕美波麗露,795254.0,絕美波麗露
973,2023,25537,男人最壞女人最愛,1090024.0,男人最壞女人最愛
975,2023,24107,惡靈地堡,794234.0,惡靈地堡
977,2023,23565,開羅謀殺案,788977.0,開羅謀殺案
978,2023,25827,萬聖劫,1058078.0,萬聖劫
984,2023,23721,巫母,782936.0,巫母
985,2023,23888,夏日悄悄話,916405.0,夏日悄悄話
986,2023,23888,夏日悄悄話,916405.0,夏日悄悄話
987,2023,23516,束縛,888321.0,束縛
988,2023,25163,愛爾瑪的情與慾,997777.0,愛爾瑪的情與慾
990,2023,24417,厲嬰魂,1073449.0,厲嬰魂
992,2023,25862,折翼姊妹,1030991.0,折翼姊妹
994,2023,24551,惡靈魔洛剋,959558.0,惡靈魔洛剋
996,2023,24105,神鬼聖戰,296271.0,神鬼聖戰
997,2023,24348,米蘭昆德拉：從玩笑到無謂的盛宴,835362.0,米蘭昆德拉：從玩笑到無謂的盛宴
998,2023,23221,色界,993234.0,色界
999,2023,26140,富都青年,1027982.0,富都青年
1000,2023,26140,富都青年,1027982.0,富都青年
1001,2023,18318,南巫,759524.0,南巫
1002,2023,18318,南巫,759524.0,南巫
1007,2023,25414,虎紋少女,1077693.0,虎紋少女
1008,2023,25414,虎紋少女,1077693.0,虎紋少女
1012,2023,25359,尋父冒險記,1005141.0,尋父冒險記
1014,2023,25630,戰火邊緣的青春,853084.0,戰火邊緣的青春
1015,2023,24311,邪厄,977177.0,邪厄
1016,2023,3142,鬼打牆,709631.0,鬼打牆
1017,2023,26441,送葬人,1113119.0,送葬人
1020,2023,26126,日暮生死戀,1113085.0,日暮生死戀
1021,2023,24833,鬼偶,1031388.0,鬼偶
1022,2023,26022,凱蒂超殺女,842607.0,凱蒂超殺女
1023,2023,23576,天生一對2大電影：再續前緣,937753.0,天生一對2大電影：再續前緣
1024,2023,26501,情牽浮生戲,1076011.0,情牽浮生戲
1025,2023,24309,Anne的多重恐懼,952127.0,Anne的多重恐懼
1026,2023,25777,初戀你我他,977179.0,初戀你我他
1030,2023,24350,為你鍾琴,804868.0,為你鍾琴
1031,2023,24840,我恨我自己,788734.0,我恨我自己
1032,2023,26471,金手指,823598.0,金手指
1033,2023,24981,掃毒3：人在天涯,1093485.0,掃毒3：人在天涯
1034,2023,23440,天龍八部之喬峰傳,990140.0,天龍八部之喬峰傳
1035,2023,23688,風再起時,531379.0,風再起時
1040,2023,26033,年少日記,957863.0,年少日記
1041,2023,26033,年少日記,957863.0,年少日記
1044,2023,23635,毒舌大狀,990326.0,毒舌大狀
1045,2023,22876,智齒,591222.0,智齒
1046,2023,20565,少年,882603.0,少年
1047,2023,20565,少年,882603.0,少年
1049,2023,24731,命案,969050.0,命案
1054,2023,25150,暗殺風暴,902533.0,暗殺風暴
1055,2023,23927,白日青春,1029168.0,白日青春
1056,2023,23927,白日青春,1029168.0,白日青春
1058,2023,26234,白日之下,1099217.0,白日之下
1059,2023,22631,憂鬱之島,924120.0,憂鬱之島
1061,2023,23965,窄路微塵,957861.0,窄路微塵
1062,2023,23623,屍房菜,1002317.0,屍房菜
1063,2023,23623,屍房菜,1002317.0,屍房菜
1064,2023,23317,無間道,10775.0,無間道
1066,2023,24595,死屍死時四十四,1005259.0,死屍死時四十四
1067,2023,23385,緣路山旮旯,898009.0,緣路山旮旯
1068,2023,26510,潛行,999056.0,潛行
1069,2023,23679,十三門徒,1002318.0,十三門徒
1076,2023,26034,4拍4家族,1063554.0,4拍4家族
1077,2023,26397,夜校,1177518.0,夜校
1078,2023,24916,失衡凶間之罪與殺,988900.0,失衡凶間之罪與殺
1079,2023,24106,絕地營救,882569.0,絕地營救
1081,2023,25045,鬼手鬼手請開口,1008042.0,鬼手鬼手請開口
1082,2023,23548,日麗,965150.0,日麗
1083,2023,16474,俘虜,11948.0,俘虜
1084,2023,22525,瘋狂富作用,497828.0,瘋狂富作用
1085,2023,23665,小熊維尼：血與蜜,980078.0,小熊維尼：血與蜜
1092,2023,22611,如果驢知道,785398.0,如果驢知道
1107,2023,23885,杏仁與海馬,787791.0,杏仁與海馬
1118,2023,26148,藍色的你,971699.0,藍色的你
1121,2023,23322,阿凡達：水之道,76600.0,阿凡達：水之道
1122,2023,23322,阿凡達：水之道,76600.0,阿凡達：水之道
1124,2023,24868,不可能的任務：致命清算第一章,575264.0,不可能的任務：致命清算第一章
1125,2023,24337,玩命關頭X,385687.0,玩命關頭X
1126,2023,23924,超級瑪利歐兄弟電影版,502356.0,超級瑪利歐兄弟電影版
1127,2023,23049,黑豹2：瓦干達萬歲,505642.0,黑豹2：瓦干達萬歲
1128,2023,23049,黑豹2：瓦干達萬歲,505642.0,黑豹2：瓦干達萬歲
1129,2023,23894,捍衛任務4,603692.0,捍衛任務4
1130,2023,24917,奧本海默,872585.0,奧本海默
1131,2023,24938,Barbie芭比,346698.0,Barbie芭比
1132,2023,24532,變形金剛：萬獸崛起,667538.0,變形金剛：萬獸崛起
1133,2023,22676,黑亞當,436270.0,黑亞當
1135,2023,24128,星際異攻隊3,447365.0,星際異攻隊3
1136,2023,24540,閃電俠,298618.0,閃電俠
1137,2023,26399,水行俠失落王國,572802.0,水行俠失落王國
1140,2023,21777,子彈列車,718930.0,子彈列車
1141,2023,24499,蜘蛛人：穿越新宇宙,569094.0,蜘蛛人：穿越新宇宙
1143,2023,23736,龍與地下城：盜賊榮耀,493529.0,龍與地下城：盜賊榮耀
1144,2023,26066,驚奇隊長2,609681.0,驚奇隊長2
1145,2023,26066,驚奇隊長2,609681.0,驚奇隊長2
1147,2023,20828,媽的多重宇宙,545611.0,媽的多重宇宙
1148,2023,26218,飢餓遊戲：鳴鳥與游蛇之歌,695721.0,飢餓遊戲：鳴鳥與游蛇之歌
1149,2023,25279,私刑教育3,926393.0,私刑教育3
1150,2023,24998,GT：跨界玩家,980489.0,GT：跨界玩家
1151,2023,25278,鬼修女II,968051.0,鬼修女II
1153,2023,24787,印第安納瓊斯：命運輪盤,335977.0,印第安納瓊斯：命運輪盤
1156,2023,26210,拿破崙,753342.0,拿破崙
1157,2023,26210,拿破崙,753342.0,拿破崙
1158,2023,23564,玩命特攻：武演行動,739405.0,玩命特攻：武演行動
1159,2023,25524,A.I.創世者,670292.0,A.I.創世者
1160,2023,25090,藍甲蟲,565770.0,藍甲蟲
1161,2023,23772,沙贊！眾神之怒,594767.0,沙贊！眾神之怒
1163,2023,23590,迫降危機,646389.0,迫降危機
1164,2023,25428,浴血任務4,299054.0,浴血任務4
1165,2023,25408,威尼斯魅影謀殺案,945729.0,威尼斯魅影謀殺案
1166,2023,25536,奪魂鋸X,951491.0,奪魂鋸X
1167,2023,22373,微笑,882598.0,微笑
1168,2023,24857,陰兒房：鬼門陰深處,614479.0,陰兒房：鬼門陰深處
1169,2023,23144,鞋貓劍客2,315162.0,鞋貓劍客2
1170,2023,25816,花月殺手,466420.0,花月殺手
1171,2023,25816,花月殺手,466420.0,花月殺手
1173,2023,616,怪物,1050035.0,怪物
1174,2023,22355,幸福入場券,800939.0,幸福入場券
1175,2023,24064,鬼玩人：復活,713704.0,鬼玩人：復活
1176,2023,22663,五星饗魘,593643.0,五星饗魘
1180,2023,25892,佛萊迪餐館之五夜驚魂,507089.0,佛萊迪餐館之五夜驚魂
1181,2023,25060,幽靈公館,616747.0,幽靈公館
1182,2023,24097,梵蒂岡驅魔士,758323.0,梵蒂岡驅魔士
1183,2023,23399,超難搞先生,937278.0,超難搞先生
1185,2023,23614,我的鯨魚老爸,785084.0,我的鯨魚老爸
1186,2023,24286,正宗巨齒鯊,890771.0,正宗巨齒鯊
1187,2023,25186,爆復,762430.0,爆復
1188,2023,25429,自由之聲,678512.0,自由之聲
1190,2023,25933,超危險保鑣,897087.0,超危險保鑣
1191,2023,24866,珍愛硬起來,884605.0,珍愛硬起來
1192,2023,23517,巴比倫,615777.0,巴比倫
1194,2023,24414,坎達哈行動,717930.0,坎達哈行動
1195,2023,23155,決戰38度線,653851.0,決戰38度線
1196,2023,23855,65：恐怖行星,700391.0,65：恐怖行星
1197,2023,24416,鬼出櫃,532408.0,鬼出櫃
1199,2023,25044,之前的我們,666277.0,之前的我們
1202,2023,23959,吸血鬼特助：雷菲爾,649609.0,吸血鬼特助：雷菲爾
1204,2023,23153,暴戾夜,899112.0,暴戾夜
1205,2023,23014,鱷魚歌王,830784.0,鱷魚歌王
1207,2023,23629,人肉搜索2：失蹤搜救,768362.0,人肉搜索2：失蹤搜救
1209,2023,23794,驚聲尖叫6,934433.0,驚聲尖叫6
1211,2023,22530,阿姆斯特丹,664469.0,阿姆斯特丹
