adult,gender,id,known_for_department,name,original_name,popularity,profile_path,credit_id,department,job,movie_id
False,1,3961076,Acting,Bhanbhassa Dhubthien,Bhanbhassa Dhubthien,0.382,/evNcDYawIqR8iwCtsqYjL7ReB0.jpg,64c2737913a32000ffbf4bcb,Directing,Director,1076011
False,2,81252,Directing,ภาคภูมิ วงศ์ภูมิ,ภาคภูมิ วงศ์ภูมิ,4.435,/u5PlykrIRKjenbXTDB2g3CngiDN.jpg,52fe47059251416c7508b669,Directing,Director,17111
False,2,81251,Directing,บรรจง ปิสัญธนะกูล,บรรจง ปิสัญธนะกูล,3.848,/g4cCunanZnXcOUaACLVwjFXzGJu.jpg,52fe47059251416c7508b663,Directing,Director,17111
False,2,1146452,Acting,เอกชัย ศรีวิชัย,เอกชัย ศรีวิชัย,1.537,/xNWDQXIBNIhAWjyTGTugjdpZSm2.jpg,659112f5651fcf5fcd8dc79a,Directing,Director,1224589
False,2,69759,Directing,Apichatpong Weerasethakul,Apichatpong Weerasethakul,7.662,/zZyGqhaPNzeb88bHkYiCQHHXyhY.jpg,5aa9af680e0a2664f900196b,Directing,Director,511819
False,0,2388399,Directing,Tanawat Aiemjinda,Tanawat Aiemjinda,0.001,,64417dc1651fcf04dc9c1b08,Directing,Director,1072493
False,2,582595,Directing,นฤบดี เวชกรรม,นฤบดี เวชกรรม,2.916,/pDxQ1PK2KwFDcaFjPyvGI18ba7g.jpg,63be88b1fa4046007d4ea57b,Directing,Director,1072582
False,1,1272144,Directing,วรรณแวว หงษ์วิวัฒน์,วรรณแวว หงษ์วิวัฒน์,0.741,/8bLh0ehJvSdPqwJ5jhFKbMehMQF.jpg,6284cf826d9fe85497ba1017,Directing,Director,977179
False,1,1272145,Directing,แวววรรณ หงษ์วิวัฒน์,แวววรรณ หงษ์วิวัฒน์,1.1320000000000001,/8fxbJ9QiP2a7GyhtnFbU7L3tcA4.jpg,65dcf055eea34d014ab0f6cd,Directing,Director,977179
False,2,1026325,Acting,จตุรงค์ พลบูรณ์,จตุรงค์ พลบูรณ์,4.923,/tsMJfqFRED5EUThzhKcb6inYkVC.jpg,6480afe26476540143334447,Directing,Director,1113071
False,0,3743348,Directing,Silje Evensmo Jacobsen,Silje Evensmo Jacobsen,0.001,/pAT1rjZAM3EUt7YaWiC7Cv5vMGA.jpg,655f7731706e5600e151cebb,Directing,Director,1208994
False,2,67316,Directing,落合正幸,落合正幸,4.321,/bLM5d8GIm3dQrCA1CheUIi0lo9z.jpg,52fe4794c3a368484e0ceca1,Directing,Director,68477
False,2,93991,Directing,鄭保瑞,鄭保瑞,7.554,/vMHzGQ0p7OovcZ0EPLwFa7lxcSs.jpg,61d66adcbb260200850e0dd9,Directing,Director,923667
False,2,66719,Writing,莊文強,莊文強,3.133,/wHj20vu9YyjirlfloBwOxWlTe1S.jpg,60dfb84b945d36005ece3e2d,Directing,Director,823598
False,2,1002598,Camera,Jason Kwan,Jason Kwan,0.658,/acZDNuRlveWnbnlEL2lwxYtACAK.jpg,6592b52351a64e04e8f43b0b,Directing,Director,999056
False,2,1356771,Writing,Anselm Chan,Anselm Chan,2.472,/fJdZOMxEZIRlfysJPyCHsej8wX1.jpg,65965e16ea37e007ca4c3284,Directing,Director,1226141
False,2,138500,Directing,Albert Mak Kai-Kwong,Albert Mak Kai-Kwong,4.126,,62b3f8c2595a560053f3b707,Directing,Director,991197
False,2,1341,Acting,甄子丹,甄子丹,50.791,/hTlhrrZMj8hZVvD17j4KyAFWBHc.jpg,6645d8d07509698a011cb4eb,Directing,Director,1128650
False,2,92831,Directing,邱禮濤,邱禮濤,5.408,/tlNlkpshXcqnsnrVNAqSXzMQG7H.jpg,62b032863c4344080c447424,Directing,Director,989909
False,1,3438314,Directing,祝紫嫣,祝紫嫣,0.364,/5MLjy3oNx3UOnj2i8g1FqgtCjLk.jpg,6214a8a80929f6001c694a7d,Directing,Director,942074
False,2,1879401,Writing,Nick Cheuk,Nick Cheuk,1.88,/o89wNX9U067eEoH20WgoZFyFvcX.jpg,6249456617c443004f989096,Directing,Director,957863
False,0,3839629,Directing,Nate Tse Ka-ki,Nate Tse Ka-ki,0.001,,63a2ab2fce997a10633d1f4f,Directing,Director,1063863
False,1,1174080,Writing,Ho Miu-Kei,Ho Miu-Kei,0.728,,647eac33ccde0401355c3a96,Directing,Director,1136690
False,2,1400678,Directing,藤井秀剛,藤井秀剛,2.684,,6378a311fab3fa007fbed45a,Directing,Director,1050491
False,2,81224,Writing,吳煒倫,吳煒倫,3.989,,62b1501190cf5100630f7f49,Directing,Director,990326
False,2,2067023,Writing,Sunny Chan Wing-Sun,Sunny Chan Wing-Sun,1.087,/rVHtX5VEhmzD2EOJu0oDxhZb4PP.jpg,60f44de3b865eb0048ac7429,Directing,Director,851800
False,2,1417213,Writing,Lee Po-Cheung,Lee Po-Cheung,0.8230000000000001,/dqeT0m6yfqmdk0CSTSTAJMCwKjh.jpg,62bac7f6e1faed1dc775a46c,Directing,Director,993156
False,2,2774516,Acting,Herbert Leung,Herbert Leung,0.001,,64055307e61e6d00d533b23b,Directing,Director,1095805
False,2,2774515,Acting,Albert Leung,Albert Leung,0.631,,6405532b021cee0084718164,Directing,Director,1095805
False,2,1277754,Directing,Kiwi Chow,Kiwi Chow,1.052,/yxcd8W6sOWVP1jN6b5mAVf1juXu.jpg,5e4e309e283ed900175dc72f,Directing,Director,674813
False,2,21905,Directing,彭發,彭發,4.41,/A7jZ7cjEdWufEwN5Eh7CiIknLX7.jpg,64f02d2a4b0c6300abaad37d,Directing,Director,1172012
False,2,2081251,Directing,Jun Li,Jun Li,1.53,/g7uqlePdIN9lB7lGjLI9TqPrQCC.jpg,5f55c05d84f2490038fa59c5,Directing,Director,740467
False,2,3689144,Directing,Tong Wai-Hon,Tong Wai-Hon,0.179,/86YWHTtD2YPw4tY7yIVirBwtJfY.jpg,6315caea326c190079d3e418,Directing,Director,1020784
False,2,81220,Directing,林超賢,林超賢,7.575,/4xXjPWxN8AwUdh3yL0lp1XjTCLs.jpg,64101cc0323eba00c5eba25e,Directing,Director,1020784
False,2,2067023,Writing,Sunny Chan Wing-Sun,Sunny Chan Wing-Sun,1.087,/rVHtX5VEhmzD2EOJu0oDxhZb4PP.jpg,651f8a4e3d355700c5f34388,Directing,Director,1187970
False,1,1985636,Directing,黃綺琳,黃綺琳,0.598,/rlFwAp7EoWBGsMLjmc2iJ1Zx0bR.jpg,62ca785e90b87e075864387a,Directing,Director,998137
False,2,146083,Writing,葉念琛,葉念琛,4.108,/us6xkotkMTR1KlUcqqXMisGsCXz.jpg,6514f4a893bd690138fc17b7,Directing,Director,1184505
False,2,1553944,Directing,Lam Sum,Lam Sum,1.013,,624942c9014325009014ee81,Directing,Director,957861
False,1,123199,Directing,Ann Hui,Ann Hui,3.122,/3HPHP8G9QZOtYgDwo9zqCqJmZUl.jpg,640ad9349dee5800dee077e0,Directing,Director,1098275
False,2,109606,Directing,Ray Yeung,Ray Yeung,0.764,/4bzD5XQfrMZZiAWCJiUGbGZeWEO.jpg,64c4ce85eec5b5011cb01f1c,Directing,Director,1157680
False,2,2972234,Production,Kelvin Shum,Kelvin Shum,0.001,,647081ec726fb101230b1922,Directing,Director,991193
False,1,123199,Directing,Ann Hui,Ann Hui,3.122,/3HPHP8G9QZOtYgDwo9zqCqJmZUl.jpg,52fe486cc3a368484e0f7aa5,Directing,Director,72445
False,2,1194706,Directing,翁子光,翁子光,1.178,/8CbV1Mh1p9g3momptVdng3PjRhP.jpg,65035e75efea7a00e036a40b,Directing,Director,1178574
False,0,2560733,Directing,"Mike, Ao Ieong Weng Fong","Mike, Ao Ieong Weng Fong",0.001,,6445ab86b5400204e2269dd9,Directing,Director,1117166
False,2,1376363,Directing,Amos Why,Amos Why,0.10200000000000001,/3MSzrxytkfcvG1DZLBbOqvJ9wU2.jpg,6412ab89ede1b028635d7bc5,Directing,Director,1100901
False,2,2221769,Acting,Sunny Lau,Sunny Lau,0.001,,65011d66ffc9de0ee17732af,Directing,Director,1177518
False,2,1150548,Writing,Florian Zeller,Florian Zeller,4.55,/e2koSVDhNPlENZ7zRZq2eyC3A7y.jpg,607d2ac2f6787a0058fb8269,Directing,Director,600354
False,1,1904110,Directing,Charlotte Wells,Charlotte Wells,3.632,/zXSwzw1HjNZPMfLzlPWtvpjBNpe.jpg,625fea7bdfaae9016fd19477,Directing,Director,965150
False,2,66728,Directing,Jonathan Glazer,Jonathan Glazer,4.979,/lGaM7P0vjhhWs5EmIecsN6PYfxG.jpg,5970e7b59251414fde004e17,Directing,Director,467244
False,0,1428907,Art,Hayley Easton Street,Hayley Easton Street,2.543,/1oOGVQUTgi9QRKx4dxQfDwexvoS.jpg,6556765f7f05400139ec7053,Directing,Director,804616
False,2,2303,Directing,Wim Wenders,Wim Wenders,19.367,/AbqrYglSgaMfetQAeqdHaqiPSof.jpg,52fe4265c3a36847f801b263,Directing,Director,655
False,2,58421,Writing,Christopher Jenkins,Christopher Jenkins,1.728,/vAP7L1vMOhm7LArXGESmL7WsPD.jpg,604b29476cf3d5002bd030a3,Directing,Director,567811
False,0,2933907,Directing,Tim Harper,Tim Harper,0.005,,5ffe1d95a4f03c003c37de81,Directing,Director,785429
False,2,1226684,Acting,James Napier Robertson,James Napier Robertson,2.778,/9gDtsnGEcirIE77icyHRTYofyI1.jpg,5fb98de1ca7ec6003f7990fc,Directing,Director,714675
False,2,16938,Directing,Renny Harlin,Renny Harlin,12.806000000000001,/IhXiDrZBrsLZpB5K5BmzUGkp4G.jpg,6320ee00db154f00985f4783,Directing,Director,1010600
False,2,3122176,Writing,Rhys Frake-Waterfield,Rhys Frake-Waterfield,5.546,/a0ETg5j54Nca7dO2s9Tfhco0u40.jpg,63d46f4fa8b2ca008115a6b1,Directing,Director,1079485
False,2,2636,Directing,Alfred Hitchcock,Alfred Hitchcock,30.653,/108fiNM6poRieMg7RIqLJRxdAwG.jpg,52fe4254c3a36847f8015a89,Directing,Director,571
False,2,93922,Directing,Jeff Celentano,Jeff Celentano,2.5220000000000002,/529TK0OU7AmosBtsqVrOV3cB5sg.jpg,65757ec74bfa5400c4094b06,Directing,Director,1215918
False,2,15488,Directing,Ken Loach,Ken Loach,12.272,/vGtkrPgNeK3xkbbKTQ4vWD1VsEm.jpg,627009db72d85500661c879c,Directing,Director,970348
False,1,69346,Directing,Sigrid Faltin,Sigrid Faltin,0.108,/4ZDmcJpeITBaPmjH8Cmc2ftWMEQ.jpg,641fcbf38b959e00a0176e1e,Directing,Director,1104840
False,0,2392557,Directing,Paris Zarcilla,Paris Zarcilla,0.001,,6155d5414d6791002cded79b,Directing,Director,879689
False,1,1674275,Directing,Georgia Oakley,Georgia Oakley,1.072,/66WRf0ziJqQMdIlY856sLMmaRl0.jpg,627311f67cffda73179e815a,Directing,Director,971699
False,2,2026329,Directing,Toby L,Toby L,0.514,,661b75a33fe160017d082209,Directing,Director,1274237
False,2,7017,Directing,Roger Michell,Roger Michell,4.82,/lZP8wowfwLZ0rIld95KSkmGQd23.jpg,618c5ac9d6d64d00610f3bf2,Directing,Director,896639
False,1,1736559,Directing,Charlotte Regan,Charlotte Regan,0.8170000000000001,/2ROJ42oQZRVVdBfPJuxPZuNecM1.jpg,62714cb6e19de9004f48b5ea,Directing,Director,935906
False,1,1673449,Directing,Louisa Warren,Louisa Warren,5.674,/pZJVNjkW7nGTwxQXxelaFezxo97.jpg,646b7965d18572016192bf29,Directing,Director,1130053
False,2,1556959,Directing,Sam Wrench,Sam Wrench,1.768,/odEmgv7BYazCIMgwuMHRZ3ZIwpy.jpg,6718f4305d0de89042d8b3de,Directing,Director,1375774
False,2,58021,Directing,Tinto Brass,Tinto Brass,25.3,/adQ1j2FQ1FZ67hlZVhsUnALM4G4.jpg,52fe4598c3a368484e0643ab,Directing,Director,28468
False,1,1504740,Camera,Molly Manning Walker,Molly Manning Walker,1.236,/1wgysCBNQM5damH3xBq4uXffbAZ.jpg,63c6274960b58d0083a181d9,Directing,Director,1075175
False,2,37630,Directing,Shekhar Kapur,Shekhar Kapur,5.122,/leGRUMubTyQ3arKUIMnuWYx5M2e.jpg,6036f145afa1b00043a6c137,Directing,Director,800301
False,2,2303,Directing,Wim Wenders,Wim Wenders,19.367,/AbqrYglSgaMfetQAeqdHaqiPSof.jpg,52fe4937c3a368484e1205b9,Directing,Director,76406
False,2,83281,Directing,Lenny Abrahamson,Lenny Abrahamson,4.298,/tQYjfuxoZW9JrMqdiIdZMc9OEnR.jpg,52fe4d0ac3a36847f824b6b3,Directing,Director,171372
False,2,9033,Writing,克里斯多福·麥奎里,Christopher McQuarrie,8.669,/7FcybX1uFpMKHSI0p15LGPG3O3x.jpg,5c3d2a630e0a2655c48e51e4,Directing,Director,575264
False,2,57130,Directing,Todd Phillips,Todd Phillips,12.377,/A6FPht87DiqXzp456WjakLi2AtP.jpg,5e83226e3acd2000183811d9,Directing,Director,475557
False,2,17825,Directing,肖恩·利維,Shawn Levy,24.211,/b1ulkCHz8biG87LjLQQiMCebEZo.jpg,622bc4c8a579f9006f1f0a6d,Directing,Director,533535
False,2,137427,Directing,丹尼·維勒納夫,Denis Villeneuve,19.073,/433lXlkdMGXzrpwnKM4Ul1sln15.jpg,5e959beedb72c00012ad7dcf,Directing,Director,693134
False,2,525,Directing,克里斯多夫·諾蘭,Christopher Nolan,50.304,/xuAIuYSmsUzKlUMBFGVZaWsY3DZ.jpg,613a93cbd38b58005f6a1964,Directing,Director,872585
False,1,45400,Acting,Greta Gerwig,Greta Gerwig,23.046,/6MwQ2GstYr0wnhp1eTOAbVMNBGN.jpg,5f87d5b52385130036355b3a,Directing,Director,346698
False,2,137427,Directing,丹尼·維勒納夫,Denis Villeneuve,19.073,/433lXlkdMGXzrpwnKM4Ul1sln15.jpg,58920db99251412dd10093b4,Directing,Director,438631
False,1,940376,Writing,Kelly Marcel,Kelly Marcel,9.015,/thpdVW7O1975GcA3eNs1H8UIlmd.jpg,635bfce6fd6300007e3fef09,Directing,Director,912649
False,2,2451598,Directing,Kemp Powers,Kemp Powers,4.467,/oE4TcENMQw25t4UTAjrnl0m4JyH.jpg,607e08761b1f3c006eb33d8c,Directing,Director,569094
False,2,1046497,Directing,Justin K. Thompson,Justin K. Thompson,3.38,/mRMi8Q2fmlfbDYkE7A63gzFtGsZ.jpg,607e088a01b1ca0041e6957a,Directing,Director,569094
False,2,89596,Directing,Joaquim Dos Santos,Joaquim Dos Santos,4.377,/w45GPb3cW6TqPw4FxB5Hc6zzAwx.jpg,5c17ccfe0e0a26037f3e5aa6,Directing,Director,569094
False,2,932248,Directing,費德·阿瓦雷茲,Fede Álvarez,9.469,/f8KjBkmqAyNGTUkZh1oYIURP4id.jpg,6222914b9f1be7006b8ed9bb,Directing,Director,945961
False,2,4524084,Art,David G. Derrick Jr.,David G. Derrick Jr.,10.758,/j5JOtRua5KduoPsQVix0rwY3jOo.jpg,65c3f76295acf001831d5b39,Directing,Director,1241982
False,2,1461394,Directing,Jason Hand,Jason Hand,8.742,/gepbkgavGdDXdNbQzdFaxayTpoH.jpg,665779d955f81cdf5ef8fd7f,Directing,Director,1241982
False,1,1513971,Writing,Dana Ledoux Miller,Dana Ledoux Miller,5.177,/wKqVtkgOv6iMcv1P0YPxV7UtQS9.jpg,66577a0eed2b90153df90135,Directing,Director,1241982
False,2,101666,Directing,Paul King,Paul King,3.515,/hDixADZQOBP0E3G9ZxC4kuNHO0.jpg,600717e1223e20003fbeca7e,Directing,Director,787699
False,2,21198,Acting,彼德·松,Peter Sohn,6.588,/8cQGViF2lXlcsAIvFUMWboXYXIu.jpg,62825bad8d77c40066cc3365,Directing,Director,976573
False,2,1179066,Directing,Wes Ball,Wes Ball,10.103,/zVPXrhuAxYAWlwDEWCaqeUPycFx.jpg,5de6f63611386c001354710d,Directing,Director,653346
False,2,931952,Directing,Lee Isaac Chung,Lee Isaac Chung,5.869,/fwiIh7jECjefCco3ZCdug6i3t9U.jpg,639f2f0eda10f000a7ed8120,Directing,Director,718821
False,2,1399841,Directing,阿迪爾·艾爾·阿比,Adil El Arbi,7.014,/hpl12TXFDUjzomftx7zST3M2aLg.jpg,63d954c6955c65007bab87ed,Directing,Director,573435
False,2,1399842,Directing,畢拉爾·法拉,Bilall Fallah,2.295,/thwiN6FPRkCtzrP7PrmrwaEIFtv.jpg,63d954d7a9117f0083fef156,Directing,Director,573435
False,2,10943,Directing,Francis Lawrence,Francis Lawrence,8.111,/pyGWo5mAwZ2Koe6leB2RjKd7vmc.jpg,5e9f1f1d0ed2ab001de709cd,Directing,Director,695721
False,2,20907,Directing,安東尼·福奎阿,Antoine Fuqua,10.041,/rPqqpDp0quYlmBiiMndzq2VdFgJ.jpg,61df4da0e24b93008d4bf05a,Directing,Director,926393
False,2,19769,Directing,David Ayer,David Ayer,13.172,/7JmWK2wg2StEc9eYjY96s7OJgb7.jpg,630f9aa360620a007e6289bd,Directing,Director,866398
False,2,82194,Directing,Neill Blomkamp,Neill Blomkamp,5.054,/yj40QEEfjbRFnlwY0XunocNKdAe.jpg,629015d476eecf00508cb4e1,Directing,Director,980489
False,2,1607672,Directing,Michael Chaves,Michael Chaves,4.268,/kdY5UWdsLQvlBBkzuiR8upujNtn.jpg,6269513cfea0d70a2dfc3e16,Directing,Director,968051
False,2,20629,Directing,喬治·米勒,George Miller,9.099,/35NQ8HjFXQlGYDz9UkhT08lKl5C.jpg,6003f7f8f6787a003e2e9d8e,Directing,Director,786892
False,2,2580328,Directing,Michael Sarnoski,Michael Sarnoski,3.612,/s2bl2Ct2BNLZjXqxHt7SpYgYzLD.jpg,63614b6e0c3ec8007e4f0f63,Directing,Director,762441
False,2,66193,Directing,克里斯·桑德斯,Chris Sanders,13.918,/6CtrIOCxggJ5eIAWeFQqd4Hs9FP.jpg,6515fd960499f200e1c69a22,Directing,Director,1184918
False,2,54507,Directing,Jon M. Chu,Jon M. Chu,9.526,/85kOxm7w4nGRwyhquj9wtUM8KUW.jpg,675b49a15c42a8c6ed8d198a,Directing,Director,402431
False,2,122423,Directing,Yorgos Lanthimos,Yorgos Lanthimos,14.268,/8pqwSOhJDS9Om9xHeaW2ab5uXLS.jpg,60177cb2bb1057003c9495a7,Directing,Director,792307
False,1,2375591,Directing,Fawn Veerasunthorn,Fawn Veerasunthorn,1.28,/xk9R1RsUOcckKRgcqVqZNbxv12P.jpg,631be21758361b009290705b,Directing,Director,1022796
False,2,15774,Directing,Chris Buck,Chris Buck,6.092,/ponaYm3Xr1Pki8JVDSIzfA4NkNw.jpg,631be2070d2f53007f5ca536,Directing,Director,1022796
False,2,51851,Directing,Jake Kasdan,Jake Kasdan,9.992,/pIpY7zcBSpq6Z3Q1eADPtKDB043.jpg,617e19065294e70044041393,Directing,Director,845781
False,2,92784,Directing,Barry Jenkins,Barry Jenkins,8.186,/6nld5eQwiJmuLmyesk4EUeCaoo3.jpg,5fa9c38b1b7294003b96e62b,Directing,Director,762509
False,2,525,Directing,克里斯多夫·諾蘭,Christopher Nolan,50.304,/xuAIuYSmsUzKlUMBFGVZaWsY3DZ.jpg,5e83abfad236e60017fd99ed,Directing,Director,157336
False,2,64151,Directing,Mike Mitchell,Mike Mitchell,7.603,/w6ibMbbw7KBrcWxUb7N7h3GEQGO.jpg,644d436e5e14e504e6b8aa9a,Directing,Director,1011985
False,2,57028,Writing,黄嘉智,George Huang,3.273,/22CKxLjJ35WrsoIQAeNr4zZVXft.jpg,665f40449aec88e16d6580ee,Directing,Director,1167271
False,2,40684,Directing,大衛·雷奇,David Leitch,20.866,/by8W1oRzWtapDRZIfpedAkkXY51.jpg,5f6b67bda7e363003626dc94,Directing,Director,746036
False,2,84496,Directing,Josh Cooley,Josh Cooley,4.326,/eGN0vaFmKtqHu1nFi3Lv4roQ6P2.jpg,5eaa2fb3b7fbbd001c3ad95c,Directing,Director,698687
False,2,129894,Directing,Gareth Edwards,Gareth Edwards,17.993,/mHk82Va9IGl1cl4ywQdQWP56MPn.jpg,5e3ccecb9603310013e8aac1,Directing,Director,670292
False,2,11181,Acting,肯尼斯·布萊納,Kenneth Branagh,32.852,/AbCqqFxNi5w3nDUFdQt0DGMFh5H.jpg,62217f6f7719d7006da93bc3,Directing,Director,945729
False,2,2150,Editing,Kevin Greutert,Kevin Greutert,11.234,/3DH6nYVFih0E1boJiR6jysFTM59.jpg,62faa96a839d93007dc5a366,Directing,Director,951491
False,1,1607016,Directing,柯洛里·法吉特,Coralie Fargeat,19.26,/cLoy8QSKNyNOR2Ff9YHAR8NT3sr.jpg,61f85d66559d22001b91b8ff,Directing,Director,933260
False,2,2036,Writing,Alex Garland,Alex Garland,11.272,/qSWzYnDw68xm4i5xprH9BwQ6q25.jpg,61eb0fd5848eb900698dfb9c,Directing,Director,929590
False,1,223551,Directing,S.J. Clarkson,S.J. Clarkson,5.933,/qr8aWSrL86cKsOuKeRnWpsAXp3p.jpg,5ec57bf4ae2811001f3a680f,Directing,Director,634492
False,2,1092607,Directing,Benjamin Renner,Benjamin Renner,1.7530000000000001,/yp4ucXRYU5TdMj16glyoYYoxJcw.jpg,621007bbaa78980042f7b143,Directing,Director,940551
False,2,1032,Directing,馬丁·史柯西斯,Martin Scorsese,35.195,/9U9Y5GQuWX3EZy39B8nkk4NY01S.jpg,5968f4279251412ff3021401,Directing,Director,466420
False,2,61411,Writing,馬克·汀戴爾,Mark Dindal,6.311,/333OWiQBGLBjAWUemWySFzxCbhx.jpg,5f75bf1a29c626003975bab6,Directing,Director,748783
False,2,556172,Directing,J.C. Chandor,J.C. Chandor,10.051,/6oaCrcLpqAvuWci6kStnuuAc34I.jpg,5f3f706d028f1400325a1c16,Directing,Director,539972
False,2,11614,Directing,M.奈沙馬蘭,M. Night Shyamalan,24.447,/tOhFWjauKvJgjCVLJFnhbBCZuxZ.jpg,6340674813654500833c4a02,Directing,Director,1032823
False,2,510,Directing,提姆·波頓,Tim Burton,29.758,/yHEHAHQpN9PfSEQx1UxZPczhcAi.jpg,63073e8318864b007b189051,Directing,Director,917496
False,1,2103746,Directing,Emma Tammi,Emma Tammi,4.851,/oLpOXrGfZZ05bmhm2Xl8T2ZDEk3.jpg,633e05b81b7c59007af7b6ca,Directing,Director,507089
False,2,90609,Directing,Osgood Perkins,Osgood Perkins,14.294,/olBiDWBll8xlfcvcPUusODun6cP.jpg,65976d9560c51d56f59788be,Directing,Director,1226578
False,2,125324,Directing,William Eubank,William Eubank,4.21,/u2px8MjeVsqk4WMqH6MSzSMqrZa.jpg,626d6b6bfcadb41bb5418901,Directing,Director,969492
False,2,17697,Acting,約翰·卡拉辛斯基,John Krasinski,48.549,/pmVGDb6Yl6OyFcHVGbu1EYNfyFK.jpg,5da66c9138765100185dfc35,Directing,Director,639720
False,2,72960,Directing,Alejandro Monteverde,Alejandro Monteverde,10.317,/v1LQRHONmo6OyAl8OWcJQaTNHGg.jpg,5f2b2984f1759c00368928c3,Directing,Director,678512
False,2,57193,Directing,Gil Kenan,Gil Kenan,4.551,/7XhXrhh8KNTf28IwJGpPPCNZFpr.jpg,638e85bafb834600a677f3c6,Directing,Director,967847
False,2,35453,Directing,Pierre Morel,Pierre Morel,5.377,/pfuvCNPt4BtK81GnMy4GpxYoCs9.jpg,618e0aa3e741460084cfafb2,Directing,Director,897087
False,2,956,Directing,Guy Ritchie,Guy Ritchie,25.051,/9pLUnjMgIEWXi0mlHYzie9cKUTD.jpg,6033fa871d3143003c0ca408,Directing,Director,799583
False,2,1578590,Writing,Jeff Rowe,Jeff Rowe,3.087,/xaKqMC3uEE8d06x9zpX9fVvaiqA.jpg,5efb66f6e93e950033bfad1b,Directing,Director,614930
False,2,638,Directing,Michael Mann,Michael Mann,15.704,/syowcptZIOosLMwVWbXFOU8jVvd.jpg,5eedeb700f1e580035b96fb8,Directing,Director,365620
False,2,144798,Directing,Simon Cellan Jones,Simon Cellan Jones,2.051,/qehGPEQGGGmSYMHPIiQI2zvDrGM.jpg,5fda9d200f2ae1003edd897d,Directing,Director,618588
False,2,63306,Directing,James Watkins,James Watkins,5.715,/ik0bbpMrqAaaJlOYB1DbdslQHwh.jpg,643d9dd5ed96bc04b0596e9e,Directing,Director,1114513
False,2,309,Directing,佩卓·阿莫多瓦,Pedro Almodóvar,13.1,/dKlaXJk3NLcsC1CKMx6xmyW5BZD.jpg,63f0da70a6725400865d0ee8,Directing,Director,1088514
False,1,1706480,Directing,Arkasha Stevenson,Arkasha Stevenson,4.463,/a6wsFI0sdD4n9wALBIryOLuGsPj.jpg,627aea8a2f8d090066fbe24a,Directing,Director,437342
False,2,82511,Directing,Will Gluck,Will Gluck,8.674,/facxxJZFpnoufJIY4jU9mC7RGKx.jpg,63bf14a68efe730087a7aa70,Directing,Director,1072790
False,2,856440,Directing,Michael Mohan,Michael Mohan,2.26,/gyE6mePSGD2ElzgeMPXIb1tyj1e.jpg,635c4b9f63d937007f1432f0,Directing,Director,1041613
False,2,55075,Directing,Jeff Wadlow,Jeff Wadlow,6.982,/8MquRXIWZ7t4YeOMvl68AX5Fb4b.jpg,645c839677d23b015395ccea,Directing,Director,1125311
False,2,11401,Directing,吴宇森,吴宇森,15.567,/s7sDmQq8cegHnsTmD0u2eZ4ArYZ.jpg,617c67debe2d490045be6b8d,Directing,Director,891699
False,2,2036105,Directing,Stefon Bristol,Stefon Bristol,0.983,/p4dycxBbucYkRFAFCHvG9PQ5rJ1.jpg,5efb67aebe7f350033a79180,Directing,Director,720321
False,2,16847,Directing,Eli Roth,Eli Roth,22.53,/qQTkpxzh1FlBGL1HD5hzdUMxv49.jpg,5e4f18f735811d0017522941,Directing,Director,365177
False,2,228134,Directing,魯伯特·桑德司,Rupert Sanders,3.9210000000000003,/jG07WemmHOWQvYnKPSdNGioGg7A.jpg,62477e26f8595800978561b8,Directing,Director,957452
False,2,5655,Directing,魏斯·安德森,Wes Anderson,16.383,/s03CeUeC5yAXyB1acqP0zGNo2SC.jpg,5f700b06d55e4d00347343b9,Directing,Director,747188
False,2,1039527,Directing,Tyler Gillett,Tyler Gillett,5.282,/ynHIaic0nC2tDE1BKx1g5tmabbt.jpg,643597d9e6357100d32d57e2,Directing,Director,1111873
False,2,66681,Directing,Matt Bettinelli-Olpin,Matt Bettinelli-Olpin,3.625,/gVb02wTpNfD2YN5oyJL2AgeFP8x.jpg,643597ce92e55b0077fa09bc,Directing,Director,1111873
False,1,2957803,Directing,Ishana Night Shyamalan,Ishana Night Shyamalan,4.193,/un91mLZyORFhiHv4HLw3enCYm3k.jpg,63ebeb048e8702009ec1bc9f,Directing,Director,1086747
False,2,16847,Directing,Eli Roth,Eli Roth,22.53,/qQTkpxzh1FlBGL1HD5hzdUMxv49.jpg,63ba2a2cfc31d3008bcdffd8,Directing,Director,1071215
False,2,88967,Production,Greg Berlanti,Greg Berlanti,10.933,/1T24SiIIDMa9gAmq7QaYwZywq4y.jpg,62d070802d8ef300c0fad702,Directing,Director,956842
False,2,933176,Directing,Damien Leone,Damien Leone,12.604,/xmdEcYLMGWpfO3pqTMReGRX2orT.jpg,6346542907e2810082f1868c,Directing,Director,1034541
False,2,1317685,Writing,Scott Beck,Scott Beck,6.084,/540LE1De8fXBeHUGamv0oGhphqd.jpg,64836015e375c000acc4bd27,Directing,Director,1138194
False,2,1317686,Writing,Bryan Woods,Bryan Woods,4.883,/253lxpX7nAJIGWigf1XSyNxGlH8.jpg,6483602ae2726000c92fff00,Directing,Director,1138194
False,2,16137,Directing,神山健治,神山健治,12.563,/1irWT1aUVYdeoZCtnxNVS9wfrks.jpg,60c259e1839018002a1ccb72,Directing,Director,839033
False,2,88675,Acting,Justin Baldoni,Justin Baldoni,32.263,/7t3Ioe5VOHbkfpco2W6nN8oOoGN.jpg,63d31494a410c8125be6f94c,Directing,Director,1079091
