adult,gender,id,known_for_department,name,original_name,popularity,profile_path,credit_id,department,job,movie_id
False,2,212687,Directing,Daniel Calparsoro,Daniel Calparsoro,2.933,/m0mDreWr2QmrOCBI4JhSNh82gUO.jpg,5b771ed20e0a260458000d75,Directing,Director,542917
False,0,2269274,Directing,Roberto Bueso,Roberto Bueso,0.001,/vQ6rC8o8zjfJX7CpMBxV8aPncRP.jpg,623f449b519bbb00476984fd,Directing,Director,954748
False,0,1045394,Directing,Toni García,Toni García,0.47500000000000003,,603e20fbad50f0005ae09d84,Directing,Director,768726
False,2,1263877,Directing,Jorge Dorado,Jorge Dorado,1.199,/2KpYzsxzjSnjQZprx1gpvp3iKLC.jpg,62d71bb98a0e9b0054a562bd,Directing,Director,946706
False,0,2002122,Directing,Macarena Astorga,Macarena Astorga,0.001,,606b3fc5699fb7002a38e2e4,Directing,Director,772148
False,2,87378,Writing,Ayan Mukerji,Ayan Mukerji,3.198,/h2je0la48xmeXazM61bZ4hwlWcs.jpg,5cfd24fbc3a3685610222d59,Directing,Director,496331
False,2,1697401,Writing,Jeo Baby,Jeo Baby,2.577,/5ycWghUr421p3zlvkBC2AoY2prv.jpg,6000acf9be4b36003d4f72be,Directing,Director,786064
False,2,7324,Directing,Pan Nalin,Pan Nalin,1.079,/qswBIKSnlOIuUBD38SGMxYITJ2j.jpg,6080daf943d9b10057df7e2a,Directing,Director,821494
False,2,121798,Directing,Joko Anwar,Joko Anwar,7.012,/eOyZy4HSxbdcKR9JIc7093d0alb.jpg,61dd6b0bcb30840068e05b77,Directing,Director,925786
False,1,1515263,Directing,Kamila Andini,Kamila Andini,1.995,/p9CXGl2wXZMIbwCVIHuTDlZocdA.jpg,611211e84a52f80026e489db,Directing,Director,859933
False,2,930499,Directing,Péter Bergendy,Péter Bergendy,0.337,/xQbvlW5cYdsHgAGYAm0LOWQfuCr.jpg,5df2a8fcfc31d300157ae241,Directing,Director,655363
False,1,1059880,Directing,Ildikó Enyedi,Ildikó Enyedi,1.4,/1kU6MLhnizfBJuTj4gfz03euz2k.jpg,5c377e970e0a2631b05512dc,Directing,Director,574078
False,2,2961971,Directing,Hannes Þór Halldórsson,Hannes Þór Halldórsson,0.001,/nN1wnSecmng58V358Quoyu7GoHC.jpg,60192ba8bb1057003d9843c3,Directing,Director,792775
False,2,119294,Directing,Abbas Kiarostami,Abbas Kiarostami,7.379,/cukYW67Y12OIopKE9UYygVPlIsw.jpg,52fe47b2c3a36847f8143663,Directing,Director,49964
False,2,119294,Directing,Abbas Kiarostami,Abbas Kiarostami,7.379,/cukYW67Y12OIopKE9UYygVPlIsw.jpg,52fe471ec3a36847f81247dd,Directing,Director,47104
False,2,119294,Directing,Abbas Kiarostami,Abbas Kiarostami,7.379,/cukYW67Y12OIopKE9UYygVPlIsw.jpg,52fe48bd9251416c91096c1f,Directing,Director,83761
False,2,229931,Directing,اصغر فرهادی,اصغر فرهادی,7.52,/smzSD4fVFInrAyVzsZcEjnROGew.jpg,5e4421c60c271000138313c8,Directing,Director,672208
False,2,1901973,Directing,Behtash Sanaeeha,Behtash Sanaeeha,0.596,/fiLGkZdG2IwZFFwi2ZfNCyUxCz2.jpg,5e37e01eac8e6b0018c65bde,Directing,Director,669401
False,1,1901974,Acting,Maryam Moghaddam,Maryam Moghaddam,0.594,/zIjZB0YfKM1O99n01afYgjDffO0.jpg,602517839d2b630040674835,Directing,Director,669401
False,2,1661499,Writing,Leon Lee,Leon Lee,0.434,,6360a988511d09007d1712e4,Directing,Director,888602
False,2,143593,Directing,Xavier Dolan,Xavier Dolan,13.636,/sKvDmg9HQ6zauWo5XpsBVR8xBf4.jpg,5ad7f8749251413cc4008216,Directing,Director,519141
False,2,224,Directing,David Cronenberg,David Cronenberg,17.903,/3xh4e2gWHDilMLtucHzDGsmJMuQ.jpg,607b87e59f37b000406b34dd,Directing,Director,819876
False,2,110,Acting,維果·莫天森,Viggo Mortensen,47.329,/vH5gVSpHAMhDaFWfh0Q7BG61O1y.jpg,5bc826790e0a263640010c3c,Directing,Director,554761
False,2,1866491,Directing,Phil Connell,Phil Connell,0.002,,5f57eab265686e0037db5a5d,Directing,Director,740963
False,2,1097098,Writing,Christopher MacBride,Christopher MacBride,1.113,,5aed0fed9251411d240027f5,Directing,Director,522406
False,0,2905749,Directing,Benjamin Mousquet,Benjamin Mousquet,0.001,/khzkKmVFv3VimQzUTbAxPLmyNqq.jpg,6436fd306dc6c000968d8161,Directing,Director,778855
False,2,76100,Directing,Ben Stassen,Ben Stassen,2.821,/ltxLVxXWH0EvjbHpGMvwZ5bXu04.jpg,5fe28367e640d6003fa6433e,Directing,Director,778855
False,2,1283010,Directing,外崎春雄,外崎春雄,9.891,,605614a3ab1bc700287968fc,Directing,Director,635302
False,2,2264366,Directing,박성후,박성후,7.684,/psIsL0Ht5RAiuGYRG2PYFnRz9fI.jpg,6102c55ea217c0005d61a8db,Directing,Director,810693
False,2,125385,Directing,橋本昌和,橋本昌和,5.012,,62422c4e223a8b004ae262dd,Directing,Director,955666
False,2,109191,Directing,今石洋之,今石洋之,5.879,/w9KUjp3eWsZwtDRrA4sOvyne5IS.jpg,5bc0fc1992514179ca01def8,Directing,Director,553600
False,1,1845070,Directing,三浦陽,三浦陽,2.691,,63ab2ea85ad76b00cf405f2b,Directing,Director,795564
False,2,1456779,Visual Effects,三原三千夫,三原三千夫,4.959,,63ab2e997ef38100de32021e,Directing,Director,795564
False,2,1175046,Visual Effects,鈴木大司,鈴木大司,1.612,,63ab2e9fbe4b3600b63a2dc3,Directing,Director,795564
False,2,1937966,Directing,Wataru Takahashi,Wataru Takahashi,3.681,,60243ed6c0ae36003c599fc1,Directing,Director,795564
False,2,1654352,Directing,菊地康仁,菊地康仁,3.871,,6372d61f21621b00cd63b4e0,Directing,Director,876792
False,2,1360022,Directing,藤井道人,藤井道人,6.787,/pchTCIDWTzlZ6NsX3WMOYC3PVKy.jpg,614a8d14cf1afd002685c61e,Directing,Director,876797
False,2,608,Directing,宮崎駿,宮崎駿,19.424,/ouhjt9KugzhWtdEyBPipihB3ic8.jpg,52fe421bc3a36847f8004a8d,Directing,Director,129
False,2,992866,Directing,大森貴弘,大森貴弘,5.247,/ajJaks8HkgfdNWHPRSayCqZOeH9.jpg,62b53babb77d4b006233ad1a,Directing,Director,877840
False,2,608,Directing,宮崎駿,宮崎駿,19.424,/ouhjt9KugzhWtdEyBPipihB3ic8.jpg,52fe44a5c3a36847f80a1ec1,Directing,Director,8392
False,2,1373229,Directing,田口智久,田口智久,3.685,/c2UHmjFjfQ9fxoFjz2990VdXWhF.jpg,61b9ecae223e200063458d1d,Directing,Director,916192
False,2,2403335,Directing,児玉徹郎,児玉徹郎,1.131,/e0dOx96EfiKbsKaxiGkZw9XB4ow.jpg,61c25758162bc30060bcd07f,Directing,Director,610150
False,2,1487492,Directing,濱口竜介,濱口竜介,6.767,/dwvo9EKhFlIXoe8d7u9LtF0XnNR.jpg,5f9b712e1511aa0037a15394,Directing,Director,758866
False,2,608,Directing,宮崎駿,宮崎駿,19.424,/ouhjt9KugzhWtdEyBPipihB3ic8.jpg,52fe437e9251416c75012887,Directing,Director,10515
False,2,1495399,Directing,神保昌登,神保昌登,3.49,/azZeT4v6OREIiW3zvNzlKaVGwjT.jpg,622369a8e9da69006ee1c935,Directing,Director,820067
False,2,133251,Directing,三木孝浩,三木孝浩,5.423,/jUNq43kSRj6dXzDaUzmcDEsT095.jpg,62872ed60d5d851db3b8ea19,Directing,Director,977871
False,2,127890,Directing,西谷弘,西谷弘,3.7800000000000002,/73oRmWb2Zwk3aEJqggR563Eco2q.jpg,6269fd0b394a870069f8b97a,Directing,Director,956564
False,2,1530279,Visual Effects,赤井俊文,赤井俊文,4.082,/mVsqNd2IbKPnAk5lGorfSvM2pvB.jpg,609fcebb8072980058496a20,Directing,Director,829920
False,2,101915,Directing,山本泰一郎,山本泰一郎,3.004,,62fb66801cac8c00860e79be,Directing,Director,925492
False,2,1481756,Directing,龍輪直征,龍輪直征,4.309,/hnvyLfMP4BEWJi7k2iKw9juYirA.jpg,607dbd7f726fb10059b15e9e,Directing,Director,820530
False,2,1487492,Directing,濱口竜介,濱口竜介,6.767,/dwvo9EKhFlIXoe8d7u9LtF0XnNR.jpg,60251a45d6c30000416e1c4b,Directing,Director,795811
False,2,1898633,Writing,井上雄彦,井上雄彦,4.119,/omtKRZenowcgI4azZSWuATShj5G.jpg,6116645a99d5c3002637aad7,Directing,Director,783675
False,2,93107,Directing,湯浅政明,湯浅政明,5.349,/c8w5a2ExhnRPV3lN4D2CvOwGQJT.jpg,5db37c0cd2c0c100180e7e77,Directing,Director,642538
False,0,1880399,Writing,Kazuhito Nakae,Kazuhito Nakae,0.8220000000000001,,608be030ac41610029b6a033,Directing,Director,824362
False,2,131564,Directing,吉浦康裕,吉浦康裕,1.835,/tbrspN6WtImUMNg288WTZJA80N.jpg,5f59a623d8cc4a003ae21e78,Directing,Director,741335
False,2,1310363,Directing,永井聡,永井聡,1.83,,60577c8de16e5a00280fe4e1,Directing,Director,808667
False,2,63689,Directing,下山天,下山天,2.077,,629b89f6dd731b004f4301c4,Directing,Director,983866
False,2,1693097,Directing,井端義秀,井端義秀,4.333,,618bf76e2cde98004253b266,Directing,Director,896499
False,2,20310,Directing,清水崇,清水崇,8.755,/krjo0ifUmCCnKTbYpnEWZU8owaJ.jpg,60fd23fddb72c0002fcf37a4,Directing,Director,854006
False,2,1034272,Directing,橋本一,橋本一,3.196,,5ea8ab0cfdc146001ba43e5d,Directing,Director,698215
False,2,1695439,Directing,直谷たかし,直谷たかし,3.584,/aGdvcXzS75KdkJmuTjaEPVYfW7B.jpg,6287ced51f3e60009b764b95,Directing,Director,978039
False,2,130646,Directing,土井裕泰,土井裕泰,3.696,/ga6N1oAC8yRra0GzlLHkyqORtoi.jpg,5e9fdf4cbe4b36001958a675,Directing,Director,695932
False,2,934830,Directing,平牧大輔,平牧大輔,3.22,,6584434bfbe36f4cd47efc50,Directing,Director,966709
False,1,2936479,Directing,野呂純恵,野呂純恵,1.245,,63db689485702e058eecd340,Directing,Director,1081641
False,2,1969266,Directing,越田知明,越田知明,2.481,,63db6842a9117f70627cfedf,Directing,Director,1081640
False,2,2130029,Directing,上田慎一郎,上田慎一郎,3.988,/mEWWbK3eJkPSYqn4EvW8tD0fLDl.jpg,619647b8a0f1a2008efdd5be,Directing,Director,899743
False,2,2230559,Directing,片山慎三,片山慎三,1.7850000000000001,/yvaqDwRacNcixt8taKs8UtFvw13.jpg,6141c082d236e600936451b8,Directing,Director,874476
False,1,1310153,Directing,李虹,李虹,0.001,,534caf340e0a2661b400064e,Directing,Director,264718
False,2,131374,Directing,前田哲,前田哲,1.137,/moBhQIaQjBCAqM7riXrVPMHxLly.jpg,60fbfa70f29d66005d2b7994,Directing,Director,853731
False,2,52909,Directing,原田眞人,原田眞人,5.154,/dvaQECb1hQ15TV3ytt2tT8Pnknl.jpg,5f1969d9a6d931003680dabb,Directing,Director,726894
False,2,135208,Directing,田中亮,田中亮,1.168,,622a51536d1bb2001d948afc,Directing,Director,930432
False,1,1072778,Directing,山田尚子,山田尚子,6.9719999999999995,/esksK3sGJN1gWwj8HhMJN6s27UG.jpg,52fe4a51c3a368484e14c7e7,Directing,Director,120811
False,2,106549,Directing,瀬々敬久,瀬々敬久,2.204,/mhUKffbVUEh706d3rkY4OnMnoxh.jpg,60210241dd2589003db69fba,Directing,Director,794719
False,2,1265162,Directing,永江二朗,永江二朗,1.29,,624d9382c39266004f9365c4,Directing,Director,959439
False,2,130459,Directing,佐藤東弥,佐藤東弥,2.902,/lelYO3hkH8d8FVVhIzRhofh06Q1.jpg,52fe494fc3a368484e124f83,Directing,Director,76826
False,2,1187141,Directing,宮地昌幸,宮地昌幸,5.782,,606596a9c2823a007838fbc8,Directing,Director,633844
False,2,40336,Visual Effects,安藤雅司,安藤雅司,4.148,/6xVIjNhnTXk6GGPEgB8DGSZSD3C.jpg,5def3c34688cd00012216aa6,Directing,Director,633844
False,0,2430932,Directing,清水康彦,清水康彦,1.164,,6018b14fbc2cb300408bccb1,Directing,Director,792678
False,2,1117479,Directing,渡辺歩,渡辺歩,6.838,/oUBPBMfOv5siTLP2ullOjI3jllq.jpg,5fef2c2c447f9c003ddb0fce,Directing,Director,781816
False,2,77679,Directing,塚本連平,塚本連平,4.859,/9dfd4cjRBatTkzSlEiOAWbETniv.jpg,5abc766a9251411ea701e106,Directing,Director,514880
False,1,1324582,Directing,いしづかあつこ,いしづかあつこ,2.743,/yGQNKilpHpGrL2SDDf7kIncnqzP.jpg,60df15d827ff99005df32494,Directing,Director,846993
False,2,1051851,Directing,村上正典,村上正典,1.409,/ecMWPY6d2nXevCayi0TLXL2jJ8c.jpg,62c56ac64f3a4c005ffd4e9e,Directing,Director,996499
False,2,2388945,Visual Effects,Loundraw,Loundraw,3.676,/9zuhdepCJIpqh9DubBtObp8lyLn.jpg,602fbbbc63536a003fec17e4,Directing,Director,798544
False,2,1748363,Directing,神徳幸治,神徳幸治,1.687,,60fc4bcffd140b00293f71ba,Directing,Director,853821
False,2,127218,Production,平野隆,平野隆,0.124,,62d184db79b3d4004c9923b4,Directing,Director,996666
False,1,1138579,Directing,大九明子,大九明子,1.7650000000000001,/vIHkOKyRADyNAZacisOcrxtI7jR.jpg,61aeb396a6c104006232a438,Directing,Director,912632
False,1,1494690,Directing,早川千絵,早川千絵,0.93,/btAPXmNNDOlJzz1AkoRFcEazRAE.jpg,624afe3ca3b5e600642609d8,Directing,Director,958487
False,2,1487492,Directing,濱口竜介,濱口竜介,6.767,/dwvo9EKhFlIXoe8d7u9LtF0XnNR.jpg,5a109eb992514138ed037abd,Directing,Director,487850
False,2,128476,Writing,三木聡,三木聡,0.798,/pZiUEtN7EEVCYXoq943u7vqpwXj.jpg,60a71f028dbc330041a10df2,Directing,Director,831920
False,2,233694,Acting,水谷豊,水谷豊,8.899000000000001,/2TYdmWA09srHJ9FkrQpM0FVMJyD.jpg,6351136b076ce8007a51b2d4,Directing,Director,1037696
False,2,1279429,Directing,タカハタ秀太,タカハタ秀太,2.401,/3cXCn9r54cSnsi1q5DshkUWutRj.jpg,60d3a0893e6f2b005c2dcaa9,Directing,Director,844225
False,2,2752335,Directing,後藤庸介,後藤庸介,1.112,,6208e007ecbde9009e9ebadc,Directing,Director,938133
False,2,1264467,Directing,狩山俊輔,狩山俊輔,1.513,/rgsgeaGBkYA9ViWcKF322ansH2M.jpg,6259d9615e120012c60fc4f8,Directing,Director,963131
False,2,69167,Directing,伊丹十三,伊丹十三,3.754,/lgoj3XRYUm7ZI75lGC3I1FG3sxX.jpg,52fe45edc3a36847f80e27a1,Directing,Director,42095
False,2,69167,Directing,伊丹十三,伊丹十三,3.754,/lgoj3XRYUm7ZI75lGC3I1FG3sxX.jpg,52fe448e9251416c75038e4f,Directing,Director,11830
False,1,94050,Directing,荻上直子,荻上直子,3.5300000000000002,/6juUUCH2iegowADtVzsaysiaCkP.jpg,5f7a4dab7646fd00363a86cc,Directing,Director,749927
False,2,1421873,Directing,坂下雄一郎,坂下雄一郎,1.645,/4HCbfXe1nZu2lhOVQC5leVSnLPM.jpg,61206263d4d509004669ae6e,Directing,Director,863857
False,2,142670,Directing,李相日,李相日,3.824,/N1sLanqTAqs3m2PFxIQvZ6mXJE.jpg,60eb96cf53f833005d211c3b,Directing,Director,849786
False,2,1285000,Directing,堀貴秀,堀貴秀,0.734,/b138d0hkF8nXSn45ywklXuYiCdV.jpg,595d4dc992514121f005bb95,Directing,Director,464768
False,2,183,Directing,森本晃司,森本晃司,5.775,/8e7n72mS0hGLnHuMs7cv7EzvIXT.jpg,52fe4964c3a368484e129063,Directing,Director,77248
False,2,557936,Directing,中澤一登,中澤一登,5.725,,52fe4964c3a368484e129069,Directing,Director,77248
False,2,240777,Directing,田中達之,田中達之,1.565,,52fe4964c3a368484e129075,Directing,Director,77248
False,2,56341,Directing,前田真宏,前田真宏,8.282,/dwqETG4XzUO0zGMYluXfLVIrdDu.jpg,662ebbb68a88b20121ce7017,Directing,Director,77248
False,2,1456632,Visual Effects,大平晋也,大平晋也,5.371,/m1ZKwGxAbXqwbaemNArFMLz8uph.jpg,5b28c0909251412c7b0028bc,Directing,Director,77248
False,2,133251,Directing,三木孝浩,三木孝浩,5.423,/jUNq43kSRj6dXzDaUzmcDEsT095.jpg,62547f61a0b6b51c58a181aa,Directing,Director,961415
False,2,238727,Directing,渡辺謙作,渡辺謙作,1.581,/m3lb1cqf3ClAEJCWVje1hs9t1WR.jpg,6244e6e7470ead005c0e847f,Directing,Director,956450
False,2,585208,Directing,英勉,英勉,3.547,/kK3x06lx7bkolnsv2PuI9VkvwHM.jpg,5f5e6eb763d7130036120849,Directing,Director,742396
False,2,1204797,Writing,片岡翔,片岡翔,0.6960000000000001,,6249ca6f5b2f47009747d0a9,Directing,Director,958017
False,2,81355,Directing,堤幸彦,堤幸彦,5.918,/oqcs7jNbcoSeZYUPFblhR75truZ.jpg,5f40a478c175b20036631d9d,Directing,Director,735409
False,2,1046090,Directing,深田晃司,深田晃司,0.914,/mOcKGo3JUsUF7AXpj5D2LJxkVDG.jpg,61e3c5f8904f6d008ea6c419,Directing,Director,927594
False,2,572028,Directing,城定秀夫,城定秀夫,5.827,/mqeICd26IGA5KFKv9j8fdzyru2R.jpg,62a8791b05b54973b1b63495,Directing,Director,987573
False,2,106549,Directing,瀬々敬久,瀬々敬久,2.204,/mhUKffbVUEh706d3rkY4OnMnoxh.jpg,60210417681888003fb8dd1b,Directing,Director,794721
False,2,237465,Directing,小泉德宏,小泉徳宏,3.035,/fdnJgjZ6RJcBnbk9FVNC0DdpDiw.jpg,6253fac9fd63006e4c0d84eb,Directing,Director,961266
False,2,1500346,Directing,河合勇人,河合勇人,2.989,/9yaBYmJtTAXPgyDARlpboQdP4vJ.jpg,5f9143007646fd00352a65a6,Directing,Director,756198
False,2,628,Directing,高畑勳,高畑勲,11.641,/xTkZOWe1VU4xNba1lO0T9trFLHm.jpg,52fe4bf69251416c75113549,Directing,Director,149871
False,2,1919583,Directing,堀江貴大,堀江貴大,1.015,,605d8ead5ed8e9003cd2cad3,Directing,Director,810587
False,2,628,Directing,高畑勳,高畑勲,11.641,/xTkZOWe1VU4xNba1lO0T9trFLHm.jpg,52fe46379251416c75071141,Directing,Director,15080
False,2,78268,Directing,廣木隆一,廣木隆一,2.076,/pxg2ZKQwNvMGCpfGPim15lzKP6w.jpg,60e4c0cbdb154f005e4d5c17,Directing,Director,848298
False,2,579313,Directing,内田英治,内田英治,1.065,/nIATwW4i3zncVcd8TYSmTgQVX3P.jpg,625462672f1be038ab7390fa,Directing,Director,961381
False,2,1730920,Directing,川面真也,川面真也,2.5,,5fa343d7d11e0e00408f975a,Directing,Director,760758
False,2,1131417,Writing,Edmund Yeo,Edmund Yeo,0.289,/yscmh3Z0pZwi85tn3GiR6o4fhrb.jpg,60e0a9bf344a8e00287d88e2,Directing,Director,847335
False,2,236470,Writing,三谷幸喜,三谷幸喜,3.27,/j25ibl8saFdVKa6LnWk3gxS906J.jpg,52fe46f3c3a36847f811b641,Directing,Director,46361
False,0,1139402,Writing,John Daschbach,John Daschbach,0.001,,605ac223a6c104003dc619f0,Directing,Director,809695
False,2,1050610,Directing,沖田修一,沖田修一,3.662,/zV0ZudWCBEZgnkhXPohNLciB1wW.jpg,62392445db4ed60073c2c0b6,Directing,Director,952438
False,2,97359,Directing,平山秀幸,平山秀幸,2.589,/dRTtG1i88Cnt8Fz3mgs6gorqanV.jpg,62456f356dc5070048a1c5a7,Directing,Director,954094
False,2,1115707,Directing,吉田大八,吉田大八,2.127,/bvlbgVakaR2uTRy5qYr6LwM8DvF.jpg,5f660a2884448e00386cfa81,Directing,Director,744714
False,2,1321076,Directing,伊藤尚往,伊藤尚往,6.646,,5939b7e6c3a368235b000a4d,Directing,Director,461078
False,2,572028,Directing,城定秀夫,城定秀夫,5.827,/mqeICd26IGA5KFKv9j8fdzyru2R.jpg,62788ad2724de1335024a2e9,Directing,Director,960312
False,2,131186,Directing,中島哲也,中島哲也,5.67,/wgssLzeRaqpNxMIrncKuTHNyWno.jpg,52fe4890c3a36847f816e22b,Directing,Director,54186
False,2,1422573,Directing,ウエダアツシ,ウエダアツシ,2.024,,605e0510435011003d065573,Directing,Director,810674
False,2,1133053,Directing,今泉力哉,今泉力哉,3.572,/cILqzG8LDam9WvLKHLAqecuOgpp.jpg,6111a188f6596f00469f8899,Directing,Director,859798
False,2,1134988,Directing,李闘士男,李闘士男,1.205,,6327a585a14e10007e4c0c7d,Directing,Director,890326
False,2,996639,Directing,宍戸淳,宍戸淳,3.152,,52fe49199251416c750bd655,Directing,Director,93013
False,2,236470,Writing,三谷幸喜,三谷幸喜,3.27,/j25ibl8saFdVKa6LnWk3gxS906J.jpg,52fe4b4dc3a368484e1825eb,Directing,Director,130023
False,2,17282,Directing,三池崇史,三池崇史,12.357,/faxjG72MyCOE1NSRrZSFo4KgCIZ.jpg,60d9974766a7c3002f18ae20,Directing,Director,845611
False,2,128476,Writing,三木聡,三木聡,0.798,/pZiUEtN7EEVCYXoq943u7vqpwXj.jpg,62c1e21de039f1005aaf7eac,Directing,Director,995387
False,0,3661196,Directing,Takayuki Okutsu,Takayuki Okutsu,0.001,,62f6653b2790bf007d5ba174,Directing,Director,1011873
False,2,236470,Writing,三谷幸喜,三谷幸喜,3.27,/j25ibl8saFdVKa6LnWk3gxS906J.jpg,52fe4b23c3a36847f81f4617,Directing,Director,112903
False,2,95501,Directing,小津安二郎,小津安二郎,5.7219999999999995,/s0KBnwAxr6Aujbi6cA3inDqH8Fe.jpg,52fe47639251416c750978a9,Directing,Director,18148
False,2,895706,Directing,今岡信治,今岡信治,2.41,/ow9N7WCjy1kX2BVZM81a2xfWLVy.jpg,62dd0e8a85005d0b62d2db74,Directing,Director,1003706
False,1,96956,Directing,Yin-jung Chen,Yin-jung Chen,1.058,/l7nqA0rEgPHFm7CsNoxIs2Htwj2.jpg,52fe4b749251416c75103571,Directing,Director,146126
False,2,357,Directing,Hany Abu-Assad,Hany Abu-Assad,2.992,/aiyvXPW3mnPORDlSNDCPgfHLTnf.jpg,5ff20f531fb94f003ef619f8,Directing,Director,782648
False,2,8557,Directing,費南多.梅瑞爾斯,Fernando Meirelles,5.58,/usc1zwBXEHN4A6rkvJcmgWpc7rS.jpg,63a1c5fc51f99a0089597ccc,Directing,Director,598
False,2,1148927,Directing,Jonas Poher Rasmussen,Jonas Poher Rasmussen,1.849,/57Fzt4l06hCgALxAiEsJvtJ3yhF.jpg,5e618cdc22af3e0015dc2ff4,Directing,Director,680813
False,2,1012319,Writing,九把刀,九把刀,1.9340000000000002,/hGxjuZeKE6vQxXqPjGRKQ11E2Dt.jpg,5ff70e9b383df2003d306a78,Directing,Director,783740
False,2,1309565,Directing,Kevin Ko,Kevin Ko,6.221,/2QrXRf2pNwqdzMYs0NipSMK7hFW.jpg,61227df9bbcae0002ba0d329,Directing,Director,864370
False,0,3239003,Directing,Yang Chih-lin,Yang Chih-lin,0.001,,61460a6f9450fe004318e716,Directing,Director,793392
False,2,2888800,Writing,Du Zheng-zhe,Du Zheng-zhe,0.751,/fQwHil9hftpSpPARlrfXjXBFxt8.jpg,60c36e75960cde005631d8ee,Directing,Director,839294
False,1,129264,Directing,Zero Chou,Zero Chou,0.903,/yXwugwxjeMVkPPcjn0mrPXrrp6T.jpg,62e22dc0bbcae00050154829,Directing,Director,1005555
False,2,56379,Directing,Chung Mong-Hong,Chung Mong-Hong,1.8439999999999999,/fYfjrXe3DmpNnf3HKM2tb8r8XGU.jpg,60f6c2dec439c00029e86a3c,Directing,Director,852355
False,2,81174,Acting,顏正國,顏正國,4.758,/2EmyKZEYjixCL3jfVEyEgN63ETC.jpg,6219a9feafa1b0004569d675,Directing,Director,943737
False,0,2404505,Directing,Bang-Yao Liu,Bang-Yao Liu,0.001,,61f3e2419a3c4900446a978a,Directing,Director,931894
False,2,3353532,Directing,Shen Danguei,Shen Danguei,0.001,,61c0a204f29d6600995606b4,Directing,Director,918035
False,2,2373899,Directing,黄天仁,黄天仁,3.311,/2qxoMY8Url5b7hwIgaQJDyssZT3.jpg,66508c4a70627e1e03dd8d4b,Directing,Director,804725
False,2,92071,Directing,黃強華,黃強華,3.6710000000000003,/oSG31r4gDysMwInxWqfA1KmSiF3.jpg,65c6033b2efe4e01625205ba,Directing,Director,925725
False,1,2053569,Directing,Fiona Roan,Fiona Roan,0.001,/wWmYBHEOk2h2TsgRS3Ilpe9P9tc.jpg,615305729f5dfb0029f54e59,Directing,Director,878987
False,2,2684402,Creator,If Chen,If Chen,0.537,/1CmKxDBxmT2RlkJXZIJPnQFi2zA.jpg,62ea2c161ad93b005e10879d,Directing,Director,1007962
False,2,3362045,Directing,Chih-Hsiung Liu,Chih-Hsiung Liu,0.001,/jgoFOrSmoKhupfhGePx4sWG5Vut.jpg,61cbbc0f6840cc001c91c2de,Directing,Director,917717
False,0,2683751,Directing,Lin Jinhe,Lin Jinhe,0.001,,632476c1fd4a96007f6257c8,Directing,Director,1025086
False,1,1588223,Directing,Laha Mebow,Laha Mebow,0.094,/7hAuVMwDGjgI0CG5TqfLWxdfGPY.jpg,627ff0ce880551006471c28e,Directing,Director,975812
False,2,74026,Directing,Hsu Hsiao-Ming,Hsu Hsiao-Ming,0.393,/b1qm5EQUPUp0WYUYE4Wbyh6R60N.jpg,52fe4d09c3a368484e1d392f,Directing,Director,205464
False,1,1136125,Writing,Fu-wha Jan,Fu-wha Jan,0.001,,614a01b322df2e0065709917,Directing,Director,876648
False,2,2094726,Directing,Ching Shen Chuang,Ching Shen Chuang,0.542,,62467a5e92e55b0063f31d05,Directing,Director,957112
False,2,126714,Directing,陳駿霖,陳駿霖,1.774,,61fa37af5c32470116f847f4,Directing,Director,933785
False,0,3142687,Directing,Harry Shuei,Harry Shuei,0.001,,60ddb0186c449c00477a0644,Directing,Director,846517
False,0,1966246,Directing,黃嘉俊,黃嘉俊,0.001,,5fb425fd9ca7590042526eb8,Directing,Director,764425
False,2,1475472,Camera,Yao Hung-I,Yao Hung-I,1.014,/eOANoPpHnlxBCGH9eUIuUvFRsdf.jpg,62e607757a97ab005b2cd7bd,Directing,Director,1006694
False,2,2196924,Directing,盧盈良,盧盈良,0.001,,62065915ce5d820018dc9064,Directing,Director,937356
False,2,2036987,Directing,Ching-lin Chan,Ching-lin Chan,0.001,/yYCQLndjnbLN5KMbnpZ88beMYvh.jpg,61952c2cd768fe002cd79541,Directing,Director,899460
False,0,2981642,Production,Chih Hsin Hu,Chih Hsin Hu,0.001,,615d9293b1f68d0027585a36,Directing,Director,796155
False,2,1505811,Directing,Wi Ding Ho,Wi Ding Ho,0.518,/snm1oMjlX4JDxlKorYcKJaHW46l.jpg,60262a6ed05a03003bb659e7,Directing,Director,796155
False,2,103649,Directing,Yi-an Lou,Yi-an Lou,2.985,/xG5mMffu8rxt7T7uRQvRTyf2x8D.jpg,615795086f8d950091facb1b,Directing,Director,880156
False,2,3441610,Directing,Deng Zhong Mou,Deng Zhong Mou,0.001,/9bb7XPPGrdw3WNn08bFWOLwPeRH.jpg,621761d3cb80280065f9847b,Directing,Director,942953
False,1,2883959,Directing,CJ Wang,CJ Wang,0.001,/1vnZoluMYCJW8CKzdtABATn2P5O.jpg,5fccd28cd9554b0040577400,Directing,Director,769802
False,1,3548890,Directing,Lee Yi Fang,Lee Yi Fang,0.001,/pEvwD6klAWkh10F1TX4dyp9kpxO.jpg,627f6465caa50813cd66ba65,Directing,Director,975575
