MovieId,Publisher_name,PublisherId
21933,TOKYO BROADCASTING SYSTEM TELEVISION  INC.,689
18297,TOKYO BROADCASTING SYSTEM TELEVISION INC.,690
25117,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",691
25029,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",691
28377,TOKYO BROADCASTING SYSTEN TELEVISION  INC.,692
24313,TOTEM FILMS,693
19731,TOTEM FILMS,693
29238,TOTEM FILMS SAS,694
22196,TOTEM FILMS SAS,694
29608,TRAFALGAR RELEASING LIMITED,695
23946,TRUE COLOURS GLORIOUS FILMS S.R.L.,696
28212,TRUE COLOURS GLORIOUS FILMS SRL,697
27360,TRUE COLOURS glorious films S.r.l.,698
26121,TRUSTNORDISK,699
27180,TRUSTNORDISK APS,700
27913,TRUSTNORDISK APS,700
27436,TRUSTNORDISK APS,700
21974,TRUSTNORDISK APS,700
26756,TRUSTNORDISK APS,700
26481,TRUSTNORDISK APS,700
26884,TRUSTNORDISK APS,700
22232,TSUBURAYA PRODUCTIONS,701
21821,TV HOUSE LIMITED,702
20879,TV TOKYO CORPORATION,703
20726,TV TOKYO CORPORATION,703
20727,TV TOKYO CORPORATION,703
20669,TV TOKYO Corporation,704
22003,TV TOKYO Corporation,704
616,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION,705
20674,Taiwan Branch,706
26384,Taj Intaj,707
23339,Tales of Honey Limited,708
27558,Tamasa Distribution,709
27556,Tamasa Distribution,709
27560,Tamasa Distribution,709
27559,Tamasa Distribution,709
27555,Tamasa Distribution,709
4469,Tamasa Distribution,709
24490,Tamasa Distribution,709
24491,Tamasa Distribution,709
27557,Tamasa Distribution,709
27554,Tamasa Distribution,709
27553,Tamasa Distribution,709
25102,Telepool GmbH,710
24552,Telepool GmbH,710
26571,Telepool GmbH,710
26360,Terayama World Co. Ltd.,711
26359,Terayama World Co. Ltd.,711
26360,Terayama World Co. Ltd.,711
26360,Terayama World Co. Ltd.,711
26360,Terayama World Co. Ltd.,711
26359,Terayama World Co. Ltd.,711
26359,Terayama World Co. Ltd.,711
26359,Terayama World Co. Ltd.,711
26359,Terayama World Co. Ltd.,711
17254,The Bureau Sales,712
29166,The Coven,713
29083,The Coven,713
7635,The French Institute,714
4395,The French Institute,714
7634,The French Institute,714
28385,The Japan Foundation,715
27983,The Japan Foundation,715
27986,The Japan Foundation,715
27978,The Japan Foundation,715
27982,The Japan Foundation,715
25320,The Klockworx Co. Ltd.,716
23107,The Klockworx Co. Ltd.,716
24753,The Klockworx Co. Ltd.,716
20313,The Match Factory,717
23376,The Match Factory GmbH,718
26427,The Match Factory GmbH,718
25861,The Match Factory GmbH,718
25397,The Match Factory GmbH,718
24010,The Match Factory GmbH,718
20279,The Match Factory GmbH,718
26917,The Match Factory GmbH,718
20239,The Match Factory GmbH,718
23886,The Match Factory GmbH,718
27511,The Match Factory GmbH,718
21180,The Novice LLC,719
26147,The Party Film Sales,720
23390,The Pinkfong Company  Inc.,721
22432,The Playmaker Munich,722
20105,The Pokémon Company,723
25773,The Royal National Theatre,724
26265,The Royal National Theatre,724
27651,The Royal National Theatre,724
27841,The Royal National Theatre,724
27998,The Royal National Theatre,724
25894,The Royal National Theatre,724
27951,The Royal National Theatre,724
26277,The Royal National Theatre,724
25080,The Royal National Theatre Live,725
8985,The Saul Zaentz Company,726
28160,Toei Animation CO. LTD ,727
23463,Toei Animation Co.  Ltd.,728
22423,Toei Company  LTD.,729
23962,Toei Company  Ltd.,730
24431,"Toei Company, Ltd.",731
15670,Toho Co.  Ltd.,732
26478,Toho Co.  Ltd.,732
20186,Toho Co. Ltd.,733
19389,Toho Co. Ltd.,733
20631,Toho Co. Ltd.,733
18764,Toho Co. Ltd.,733
20591,Toho Co. Ltd.,733
20696,Tokyo Broadcasting System Television Inc.,734
20229,Tokyo Broadcasting System Television Inc.,734
27645,Totem Films ,735
26090,Trafalgar Releasing,736
27048,Trafalgar Releasing ,737
20418,Trafalgar Releasing Limited,738
20519,Trafalgar Releasing Limited,738
15653,Trafalgar Releasing Limited,738
28112,Trafalgar Releasing Limited,738
20337,Trafalgar Releasing Limited,738
26687,Trafalgar Releasing Ltd.,739
25268,Trafalgar Releasing Ltd.,739
26450,Trafalgar Releasing Ltd.,739
24640,Trafalgar Releasing Ltd.,739
24111,Trafalgar Releasing Ltd.,739
26350,Trafalgar Releasing Ltd.,739
29574,Trafalgar Releasing Ltd.,739
25642,Trafalgar Releasing Ltd.,739
24639,Trafalgar Releasing Ltd.,739
23572,Trafalgar Releasing Ltd.,739
23206,Trafalgar Releasing Ltd.,739
28918,Trafalgar Releasing Ltd.,739
28880,Trafalgar Releasing Ltd.,739
27236,Trafalgar Releasing Ltd.,739
28309,Trafalgar Releasing Ltd.,739
28533,Trafalgar Releasing Ltd.,739
23589,Trafalgar Releasing Ltd.,739
21263,True Colours,740
20872,True Colours Glorious Films Srl,741
29328,TrustNordisk,742
18107,TrustNordisk,742
29622,TrustNordisk Aps,743
29621,TrustNordisk Aps,743
19764,Trustnordisk APS,744
